"TIME","GEO","INDIC_NA","AGGREG95","Value","Flag and Footnotes"
"2001","European Union (15 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.05468",""
"2001","Euro area (19 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.01016",""
"2001","Euro area (18 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.01228",""
"2001","Euro area (17 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.01352",""
"2001","Euro area (16 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.01431",""
"2001","Euro area (15 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.01897",""
"2001","Euro area (13 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.01955",""
"2001","Euro area (12 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.02088",""
"2001","Euro area (11 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.02760",""
"2001","Belgium","Purchasing power parities (EU28=1)","Gross Domestic Product","1.03219",""
"2001","Bulgaria","Purchasing power parities (EU28=1)","Gross Domestic Product","0.651334",""
"2001","Czech Republic","Purchasing power parities (EU28=1)","Gross Domestic Product","16.5762",""
"2001","Denmark","Purchasing power parities (EU28=1)","Gross Domestic Product","9.86966",""
"2001","Germany (until 1990 former territory of the FRG)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.11363",""
"2001","Estonia","Purchasing power parities (EU28=1)","Gross Domestic Product","0.555730",""
"2001","Ireland","Purchasing power parities (EU28=1)","Gross Domestic Product","1.15737",""
"2001","Greece","Purchasing power parities (EU28=1)","Gross Domestic Product","0.781949",""
"2001","Spain","Purchasing power parities (EU28=1)","Gross Domestic Product","0.862226",""
"2001","France","Purchasing power parities (EU28=1)","Gross Domestic Product","1.07058",""
"2001","Croatia","Purchasing power parities (EU28=1)","Gross Domestic Product","4.32757",""
"2001","Italy","Purchasing power parities (EU28=1)","Gross Domestic Product","0.941403",""
"2001","Cyprus","Purchasing power parities (EU28=1)","Gross Domestic Product","0.843557",""
"2001","Latvia","Purchasing power parities (EU28=1)","Gross Domestic Product","0.412166",""
"2001","Lithuania","Purchasing power parities (EU28=1)","Gross Domestic Product","0.493593",""
"2001","Luxembourg","Purchasing power parities (EU28=1)","Gross Domestic Product","1.10519",""
"2001","Hungary","Purchasing power parities (EU28=1)","Gross Domestic Product","128.968",""
"2001","Malta","Purchasing power parities (EU28=1)","Gross Domestic Product","0.667309",""
"2001","Netherlands","Purchasing power parities (EU28=1)","Gross Domestic Product","1.05631",""
"2001","Austria","Purchasing power parities (EU28=1)","Gross Domestic Product","1.06916",""
"2001","Poland","Purchasing power parities (EU28=1)","Gross Domestic Product","2.16881",""
"2001","Portugal","Purchasing power parities (EU28=1)","Gross Domestic Product","0.822448",""
"2001","Romania","Purchasing power parities (EU28=1)","Gross Domestic Product","0.958019",""
"2001","Slovenia","Purchasing power parities (EU28=1)","Gross Domestic Product","0.658734",""
"2001","Slovakia","Purchasing power parities (EU28=1)","Gross Domestic Product","0.608032",""
"2001","Finland","Purchasing power parities (EU28=1)","Gross Domestic Product","1.17905",""
"2001","Sweden","Purchasing power parities (EU28=1)","Gross Domestic Product","10.8967",""
"2001","United Kingdom","Purchasing power parities (EU28=1)","Gross Domestic Product","0.730420",""
"2001","Iceland","Purchasing power parities (EU28=1)","Gross Domestic Product","103.651",""
"2001","Norway","Purchasing power parities (EU28=1)","Gross Domestic Product","10.6991",""
"2001","Switzerland","Purchasing power parities (EU28=1)","Gross Domestic Product","2.14409",""
"2001","Montenegro","Purchasing power parities (EU28=1)","Gross Domestic Product",":",""
"2001","Former Yugoslav Republic of Macedonia, the","Purchasing power parities (EU28=1)","Gross Domestic Product","23.1644",""
"2001","Albania","Purchasing power parities (EU28=1)","Gross Domestic Product",":",""
"2001","Serbia","Purchasing power parities (EU28=1)","Gross Domestic Product",":",""
"2001","Turkey","Purchasing power parities (EU28=1)","Gross Domestic Product","0.498978",""
"2001","Bosnia and Herzegovina","Purchasing power parities (EU28=1)","Gross Domestic Product",":",""
"2001","Kosovo (under United Nations Security Council Resolution 1244/99)","Purchasing power parities (EU28=1)","Gross Domestic Product",":",""
"2001","United States","Purchasing power parities (EU28=1)","Gross Domestic Product","1.16641",""
"2001","Japan","Purchasing power parities (EU28=1)","Gross Domestic Product","174.612",""
"2002","European Union (28 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.00000",""
"2002","European Union (27 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.00192",""
"2002","European Union (25 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.01359",""
"2002","European Union (15 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.05577",""
"2002","Euro area (19 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.01166",""
"2002","Euro area (18 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.01390",""
"2002","Euro area (17 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.01528",""
"2002","Euro area (16 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.01613",""
"2002","Euro area (15 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.02085",""
"2002","Euro area (13 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.02145",""
"2002","Euro area (12 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.02281",""
"2002","Euro area (11 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.03022",""
"2002","Belgium","Purchasing power parities (EU28=1)","Gross Domestic Product","1.01328",""
"2002","Bulgaria","Purchasing power parities (EU28=1)","Gross Domestic Product","0.651718",""
"2002","Czech Republic","Purchasing power parities (EU28=1)","Gross Domestic Product","16.7691",""
"2002","Denmark","Purchasing power parities (EU28=1)","Gross Domestic Product","9.72287",""
"2002","Germany (until 1990 former territory of the FRG)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.10305",""
"2002","Estonia","Purchasing power parities (EU28=1)","Gross Domestic Product","0.559085",""
"2002","Ireland","Purchasing power parities (EU28=1)","Gross Domestic Product","1.17568",""
"2002","Greece","Purchasing power parities (EU28=1)","Gross Domestic Product","0.772906",""
"2002","Spain","Purchasing power parities (EU28=1)","Gross Domestic Product","0.858897",""
"2002","France","Purchasing power parities (EU28=1)","Gross Domestic Product","1.05983",""
"2002","Croatia","Purchasing power parities (EU28=1)","Gross Domestic Product","4.38045",""
"2002","Italy","Purchasing power parities (EU28=1)","Gross Domestic Product","0.990090",""
"2002","Cyprus","Purchasing power parities (EU28=1)","Gross Domestic Product","0.846860",""
"2002","Latvia","Purchasing power parities (EU28=1)","Gross Domestic Product","0.415818",""
"2002","Lithuania","Purchasing power parities (EU28=1)","Gross Domestic Product","0.481788",""
"2002","Luxembourg","Purchasing power parities (EU28=1)","Gross Domestic Product","1.09428",""
"2002","Hungary","Purchasing power parities (EU28=1)","Gross Domestic Product","134.538",""
"2002","Malta","Purchasing power parities (EU28=1)","Gross Domestic Product","0.663994",""
"2002","Netherlands","Purchasing power parities (EU28=1)","Gross Domestic Product","1.05628",""
"2002","Austria","Purchasing power parities (EU28=1)","Gross Domestic Product","1.04897",""
"2002","Poland","Purchasing power parities (EU28=1)","Gross Domestic Product","2.14210",""
"2002","Portugal","Purchasing power parities (EU28=1)","Gross Domestic Product","0.829265",""
"2002","Romania","Purchasing power parities (EU28=1)","Gross Domestic Product","1.16014",""
"2002","Slovenia","Purchasing power parities (EU28=1)","Gross Domestic Product","0.689105",""
"2002","Slovakia","Purchasing power parities (EU28=1)","Gross Domestic Product","0.618092",""
"2002","Finland","Purchasing power parities (EU28=1)","Gross Domestic Product","1.17493",""
"2002","Sweden","Purchasing power parities (EU28=1)","Gross Domestic Product","10.9519",""
"2002","United Kingdom","Purchasing power parities (EU28=1)","Gross Domestic Product","0.735027",""
"2002","Iceland","Purchasing power parities (EU28=1)","Gross Domestic Product","106.972",""
"2002","Norway","Purchasing power parities (EU28=1)","Gross Domestic Product","10.6702",""
"2002","Switzerland","Purchasing power parities (EU28=1)","Gross Domestic Product","2.07419",""
"2002","Montenegro","Purchasing power parities (EU28=1)","Gross Domestic Product",":",""
"2002","Former Yugoslav Republic of Macedonia, the","Purchasing power parities (EU28=1)","Gross Domestic Product","23.4022",""
"2002","Albania","Purchasing power parities (EU28=1)","Gross Domestic Product",":",""
"2002","Serbia","Purchasing power parities (EU28=1)","Gross Domestic Product",":",""
"2002","Turkey","Purchasing power parities (EU28=1)","Gross Domestic Product","0.717452",""
"2002","Bosnia and Herzegovina","Purchasing power parities (EU28=1)","Gross Domestic Product",":",""
"2002","Kosovo (under United Nations Security Council Resolution 1244/99)","Purchasing power parities (EU28=1)","Gross Domestic Product",":",""
"2002","United States","Purchasing power parities (EU28=1)","Gross Domestic Product","1.17112",""
"2002","Japan","Purchasing power parities (EU28=1)","Gross Domestic Product","168.377",""
"2003","European Union (28 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.000000",""
"2003","European Union (27 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.00195",""
"2003","European Union (25 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.01423",""
"2003","European Union (15 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.06012",""
"2003","Euro area (19 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.02970",""
"2003","Euro area (18 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.03232",""
"2003","Euro area (17 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.03393",""
"2003","Euro area (16 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.03487",""
"2003","Euro area (15 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.03958",""
"2003","Euro area (13 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.04021",""
"2003","Euro area (12 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.04161",""
"2003","Euro area (11 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.04849",""
"2003","Belgium","Purchasing power parities (EU28=1)","Gross Domestic Product","1.04060",""
"2003","Bulgaria","Purchasing power parities (EU28=1)","Gross Domestic Product","0.660206",""
"2003","Czech Republic","Purchasing power parities (EU28=1)","Gross Domestic Product","16.6234",""
"2003","Denmark","Purchasing power parities (EU28=1)","Gross Domestic Product","10.1116",""
"2003","Germany (until 1990 former territory of the FRG)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.08675",""
"2003","Estonia","Purchasing power parities (EU28=1)","Gross Domestic Product","0.569380",""
"2003","Ireland","Purchasing power parities (EU28=1)","Gross Domestic Product","1.20121",""
"2003","Greece","Purchasing power parities (EU28=1)","Gross Domestic Product","0.815772",""
"2003","Spain","Purchasing power parities (EU28=1)","Gross Domestic Product","0.891691",""
"2003","France","Purchasing power parities (EU28=1)","Gross Domestic Product","1.11082",""
"2003","Croatia","Purchasing power parities (EU28=1)","Gross Domestic Product","4.55037",""
"2003","Italy","Purchasing power parities (EU28=1)","Gross Domestic Product","1.01135",""
"2003","Cyprus","Purchasing power parities (EU28=1)","Gross Domestic Product","0.883982",""
"2003","Latvia","Purchasing power parities (EU28=1)","Gross Domestic Product","0.436168",""
"2003","Lithuania","Purchasing power parities (EU28=1)","Gross Domestic Product","0.470120",""
"2003","Luxembourg","Purchasing power parities (EU28=1)","Gross Domestic Product","1.11561",""
"2003","Hungary","Purchasing power parities (EU28=1)","Gross Domestic Product","142.750",""
"2003","Malta","Purchasing power parities (EU28=1)","Gross Domestic Product","0.678839",""
"2003","Netherlands","Purchasing power parities (EU28=1)","Gross Domestic Product","1.09794",""
"2003","Austria","Purchasing power parities (EU28=1)","Gross Domestic Product","1.04779",""
"2003","Poland","Purchasing power parities (EU28=1)","Gross Domestic Product","2.18071",""
"2003","Portugal","Purchasing power parities (EU28=1)","Gross Domestic Product","0.836257",""
"2003","Romania","Purchasing power parities (EU28=1)","Gross Domestic Product","1.40128",""
"2003","Slovenia","Purchasing power parities (EU28=1)","Gross Domestic Product","0.728409",""
"2003","Slovakia","Purchasing power parities (EU28=1)","Gross Domestic Product","0.657317",""
"2003","Finland","Purchasing power parities (EU28=1)","Gross Domestic Product","1.19694",""
"2003","Sweden","Purchasing power parities (EU28=1)","Gross Domestic Product","11.0575",""
"2003","United Kingdom","Purchasing power parities (EU28=1)","Gross Domestic Product","0.759073",""
"2003","Iceland","Purchasing power parities (EU28=1)","Gross Domestic Product","111.915",""
"2003","Norway","Purchasing power parities (EU28=1)","Gross Domestic Product","10.7931",""
"2003","Switzerland","Purchasing power parities (EU28=1)","Gross Domestic Product","2.10382",""
"2003","Montenegro","Purchasing power parities (EU28=1)","Gross Domestic Product",":",""
"2003","Former Yugoslav Republic of Macedonia, the","Purchasing power parities (EU28=1)","Gross Domestic Product","23.4451",""
"2003","Albania","Purchasing power parities (EU28=1)","Gross Domestic Product",":",""
"2003","Serbia","Purchasing power parities (EU28=1)","Gross Domestic Product",":",""
"2003","Turkey","Purchasing power parities (EU28=1)","Gross Domestic Product","0.916001",""
"2003","Bosnia and Herzegovina","Purchasing power parities (EU28=1)","Gross Domestic Product",":",""
"2003","Kosovo (under United Nations Security Council Resolution 1244/99)","Purchasing power parities (EU28=1)","Gross Domestic Product",":",""
"2003","United States","Purchasing power parities (EU28=1)","Gross Domestic Product","1.18628",""
"2003","Japan","Purchasing power parities (EU28=1)","Gross Domestic Product","165.831",""
"2004","European Union (28 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.00000",""
"2004","European Union (27 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.00194",""
"2004","European Union (25 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.01486",""
"2004","European Union (15 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.06136",""
"2004","Euro area (19 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.02983",""
"2004","Euro area (18 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.03244",""
"2004","Euro area (17 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.03408",""
"2004","Euro area (16 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.03506",""
"2004","Euro area (15 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.03962",""
"2004","Euro area (13 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.04028",""
"2004","Euro area (12 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.04183",""
"2004","Euro area (11 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.04858",""
"2004","Belgium","Purchasing power parities (EU28=1)","Gross Domestic Product","1.06497",""
"2004","Bulgaria","Purchasing power parities (EU28=1)","Gross Domestic Product","0.685407",""
"2004","Czech Republic","Purchasing power parities (EU28=1)","Gross Domestic Product","16.9759",""
"2004","Denmark","Purchasing power parities (EU28=1)","Gross Domestic Product","9.98303",""
"2004","Germany (until 1990 former territory of the FRG)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.06503",""
"2004","Estonia","Purchasing power parities (EU28=1)","Gross Domestic Product","0.577187",""
"2004","Ireland","Purchasing power parities (EU28=1)","Gross Domestic Product","1.19503",""
"2004","Greece","Purchasing power parities (EU28=1)","Gross Domestic Product","0.826223",""
"2004","Spain","Purchasing power parities (EU28=1)","Gross Domestic Product","0.901843",""
"2004","France","Purchasing power parities (EU28=1)","Gross Domestic Product","1.11658",""
"2004","Croatia","Purchasing power parities (EU28=1)","Gross Domestic Product","4.58513",""
"2004","Italy","Purchasing power parities (EU28=1)","Gross Domestic Product","1.03676",""
"2004","Cyprus","Purchasing power parities (EU28=1)","Gross Domestic Product","0.875494",""
"2004","Latvia","Purchasing power parities (EU28=1)","Gross Domestic Product","0.463130",""
"2004","Lithuania","Purchasing power parities (EU28=1)","Gross Domestic Product","0.484157",""
"2004","Luxembourg","Purchasing power parities (EU28=1)","Gross Domestic Product","1.09605",""
"2004","Hungary","Purchasing power parities (EU28=1)","Gross Domestic Product","150.036",""
"2004","Malta","Purchasing power parities (EU28=1)","Gross Domestic Product","0.672637",""
"2004","Netherlands","Purchasing power parities (EU28=1)","Gross Domestic Product","1.07987",""
"2004","Austria","Purchasing power parities (EU28=1)","Gross Domestic Product","1.03871",""
"2004","Poland","Purchasing power parities (EU28=1)","Gross Domestic Product","2.21100",""
"2004","Portugal","Purchasing power parities (EU28=1)","Gross Domestic Product","0.850666",""
"2004","Romania","Purchasing power parities (EU28=1)","Gross Domestic Product","1.54579",""
"2004","Slovenia","Purchasing power parities (EU28=1)","Gross Domestic Product","0.725555",""
"2004","Slovakia","Purchasing power parities (EU28=1)","Gross Domestic Product","0.680168",""
"2004","Finland","Purchasing power parities (EU28=1)","Gross Domestic Product","1.15850",""
"2004","Sweden","Purchasing power parities (EU28=1)","Gross Domestic Product","10.8158",""
"2004","United Kingdom","Purchasing power parities (EU28=1)","Gross Domestic Product","0.751348",""
"2004","Iceland","Purchasing power parities (EU28=1)","Gross Domestic Product","111.954",""
"2004","Norway","Purchasing power parities (EU28=1)","Gross Domestic Product","10.6764",""
"2004","Switzerland","Purchasing power parities (EU28=1)","Gross Domestic Product","2.08350",""
"2004","Montenegro","Purchasing power parities (EU28=1)","Gross Domestic Product",":",""
"2004","Former Yugoslav Republic of Macedonia, the","Purchasing power parities (EU28=1)","Gross Domestic Product","22.6776",""
"2004","Albania","Purchasing power parities (EU28=1)","Gross Domestic Product",":",""
"2004","Serbia","Purchasing power parities (EU28=1)","Gross Domestic Product",":",""
"2004","Turkey","Purchasing power parities (EU28=1)","Gross Domestic Product","0.964733",""
"2004","Bosnia and Herzegovina","Purchasing power parities (EU28=1)","Gross Domestic Product",":",""
"2004","Kosovo (under United Nations Security Council Resolution 1244/99)","Purchasing power parities (EU28=1)","Gross Domestic Product",":",""
"2004","United States","Purchasing power parities (EU28=1)","Gross Domestic Product","1.18801",""
"2004","Japan","Purchasing power parities (EU28=1)","Gross Domestic Product","159.443",""
"2005","European Union (28 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.00000","b"
"2005","European Union (27 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.00185","b"
"2005","European Union (25 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.01367","b"
"2005","European Union (15 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.05641","b"
"2005","Euro area (19 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.02154","b"
"2005","Euro area (18 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.02405","b"
"2005","Euro area (17 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.02568","b"
"2005","Euro area (16 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.02665","b"
"2005","Euro area (15 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.03121","b"
"2005","Euro area (13 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.03186","b"
"2005","Euro area (12 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.03335","b"
"2005","Euro area (11 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.03872","b"
"2005","Belgium","Purchasing power parities (EU28=1)","Gross Domestic Product","1.07506","b"
"2005","Bulgaria","Purchasing power parities (EU28=1)","Gross Domestic Product","0.715913","b"
"2005","Czech Republic","Purchasing power parities (EU28=1)","Gross Domestic Product","17.1085","b"
"2005","Denmark","Purchasing power parities (EU28=1)","Gross Domestic Product","10.2655","b"
"2005","Germany (until 1990 former territory of the FRG)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.03595","b"
"2005","Estonia","Purchasing power parities (EU28=1)","Gross Domestic Product","0.599888","b"
"2005","Ireland","Purchasing power parities (EU28=1)","Gross Domestic Product","1.20727","b"
"2005","Greece","Purchasing power parities (EU28=1)","Gross Domestic Product","0.853302","b"
"2005","Spain","Purchasing power parities (EU28=1)","Gross Domestic Product","0.914099","b"
"2005","France","Purchasing power parities (EU28=1)","Gross Domestic Product","1.10342","b"
"2005","Croatia","Purchasing power parities (EU28=1)","Gross Domestic Product","4.67898","b"
"2005","Italy","Purchasing power parities (EU28=1)","Gross Domestic Product","1.03568","b"
"2005","Cyprus","Purchasing power parities (EU28=1)","Gross Domestic Product","0.869790","b"
"2005","Latvia","Purchasing power parities (EU28=1)","Gross Domestic Product","0.513471","b"
"2005","Lithuania","Purchasing power parities (EU28=1)","Gross Domestic Product","0.514517","b"
"2005","Luxembourg","Purchasing power parities (EU28=1)","Gross Domestic Product","1.13875","b"
"2005","Hungary","Purchasing power parities (EU28=1)","Gross Domestic Product","153.675","b"
"2005","Malta","Purchasing power parities (EU28=1)","Gross Domestic Product","0.678215","b"
"2005","Netherlands","Purchasing power parities (EU28=1)","Gross Domestic Product","1.07094","b"
"2005","Austria","Purchasing power parities (EU28=1)","Gross Domestic Product","1.05929","b"
"2005","Poland","Purchasing power parities (EU28=1)","Gross Domestic Product","2.23367","b"
"2005","Portugal","Purchasing power parities (EU28=1)","Gross Domestic Product","0.817802","b"
"2005","Romania","Purchasing power parities (EU28=1)","Gross Domestic Product","1.70056","b"
"2005","Slovenia","Purchasing power parities (EU28=1)","Gross Domestic Product","0.730888","b"
"2005","Slovakia","Purchasing power parities (EU28=1)","Gross Domestic Product","0.676345","b"
"2005","Finland","Purchasing power parities (EU28=1)","Gross Domestic Product","1.16783","b"
"2005","Sweden","Purchasing power parities (EU28=1)","Gross Domestic Product","11.2075","b"
"2005","United Kingdom","Purchasing power parities (EU28=1)","Gross Domestic Product","0.760252","b"
"2005","Iceland","Purchasing power parities (EU28=1)","Gross Domestic Product","118.403","b"
"2005","Norway","Purchasing power parities (EU28=1)","Gross Domestic Product","10.6316","b"
"2005","Switzerland","Purchasing power parities (EU28=1)","Gross Domestic Product","2.08266","b"
"2005","Montenegro","Purchasing power parities (EU28=1)","Gross Domestic Product","0.420077",""
"2005","Former Yugoslav Republic of Macedonia, the","Purchasing power parities (EU28=1)","Gross Domestic Product","21.9757","b"
"2005","Albania","Purchasing power parities (EU28=1)","Gross Domestic Product","52.1513",""
"2005","Serbia","Purchasing power parities (EU28=1)","Gross Domestic Product","31.7456",""
"2005","Turkey","Purchasing power parities (EU28=1)","Gross Domestic Product","0.992648","b"
"2005","Bosnia and Herzegovina","Purchasing power parities (EU28=1)","Gross Domestic Product","0.858238",""
"2005","Kosovo (under United Nations Security Council Resolution 1244/99)","Purchasing power parities (EU28=1)","Gross Domestic Product",":",""
"2005","United States","Purchasing power parities (EU28=1)","Gross Domestic Product","1.19504",""
"2005","Japan","Purchasing power parities (EU28=1)","Gross Domestic Product","154.820",""
"2006","European Union (28 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.000000",""
"2006","European Union (27 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.00175",""
"2006","European Union (25 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.01385",""
"2006","European Union (15 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.05519",""
"2006","Euro area (19 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.01682",""
"2006","Euro area (18 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.01925",""
"2006","Euro area (17 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.02078",""
"2006","Euro area (16 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.02172",""
"2006","Euro area (15 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.02622",""
"2006","Euro area (13 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.02683",""
"2006","Euro area (12 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.02822",""
"2006","Euro area (11 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.03341",""
"2006","Belgium","Purchasing power parities (EU28=1)","Gross Domestic Product","1.08489",""
"2006","Bulgaria","Purchasing power parities (EU28=1)","Gross Domestic Product","0.746096",""
"2006","Czech Republic","Purchasing power parities (EU28=1)","Gross Domestic Product","17.2467",""
"2006","Denmark","Purchasing power parities (EU28=1)","Gross Domestic Product","10.2303",""
"2006","Germany (until 1990 former territory of the FRG)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.02893",""
"2006","Estonia","Purchasing power parities (EU28=1)","Gross Domestic Product","0.639142",""
"2006","Ireland","Purchasing power parities (EU28=1)","Gross Domestic Product","1.20924",""
"2006","Greece","Purchasing power parities (EU28=1)","Gross Domestic Product","0.859068",""
"2006","Spain","Purchasing power parities (EU28=1)","Gross Domestic Product","0.903851",""
"2006","France","Purchasing power parities (EU28=1)","Gross Domestic Product","1.10914",""
"2006","Croatia","Purchasing power parities (EU28=1)","Gross Domestic Product","4.79000",""
"2006","Italy","Purchasing power parities (EU28=1)","Gross Domestic Product","1.02398",""
"2006","Cyprus","Purchasing power parities (EU28=1)","Gross Domestic Product","0.872182",""
"2006","Latvia","Purchasing power parities (EU28=1)","Gross Domestic Product","0.569452",""
"2006","Lithuania","Purchasing power parities (EU28=1)","Gross Domestic Product","0.540814",""
"2006","Luxembourg","Purchasing power parities (EU28=1)","Gross Domestic Product","1.12348",""
"2006","Hungary","Purchasing power parities (EU28=1)","Gross Domestic Product","157.869",""
"2006","Malta","Purchasing power parities (EU28=1)","Gross Domestic Product","0.690438",""
"2006","Netherlands","Purchasing power parities (EU28=1)","Gross Domestic Product","1.06662",""
"2006","Austria","Purchasing power parities (EU28=1)","Gross Domestic Product","1.05232",""
"2006","Poland","Purchasing power parities (EU28=1)","Gross Domestic Product","2.26579",""
"2006","Portugal","Purchasing power parities (EU28=1)","Gross Domestic Product","0.813141",""
"2006","Romania","Purchasing power parities (EU28=1)","Gross Domestic Product","1.76145",""
"2006","Slovenia","Purchasing power parities (EU28=1)","Gross Domestic Product","0.746763",""
"2006","Slovakia","Purchasing power parities (EU28=1)","Gross Domestic Product","0.682026",""
"2006","Finland","Purchasing power parities (EU28=1)","Gross Domestic Product","1.16717",""
"2006","Sweden","Purchasing power parities (EU28=1)","Gross Domestic Product","11.1604",""
"2006","United Kingdom","Purchasing power parities (EU28=1)","Gross Domestic Product","0.769995",""
"2006","Iceland","Purchasing power parities (EU28=1)","Gross Domestic Product","131.692",""
"2006","Norway","Purchasing power parities (EU28=1)","Gross Domestic Product","10.6780",""
"2006","Switzerland","Purchasing power parities (EU28=1)","Gross Domestic Product","2.03782",""
"2006","Montenegro","Purchasing power parities (EU28=1)","Gross Domestic Product","0.407973",""
"2006","Former Yugoslav Republic of Macedonia, the","Purchasing power parities (EU28=1)","Gross Domestic Product","21.9480",""
"2006","Albania","Purchasing power parities (EU28=1)","Gross Domestic Product","51.2534",""
"2006","Serbia","Purchasing power parities (EU28=1)","Gross Domestic Product","34.4485",""
"2006","Turkey","Purchasing power parities (EU28=1)","Gross Domestic Product","1.04110",""
"2006","Bosnia and Herzegovina","Purchasing power parities (EU28=1)","Gross Domestic Product","0.875902",""
"2006","Kosovo (under United Nations Security Council Resolution 1244/99)","Purchasing power parities (EU28=1)","Gross Domestic Product",":",""
"2006","United States","Purchasing power parities (EU28=1)","Gross Domestic Product","1.22860",""
"2006","Japan","Purchasing power parities (EU28=1)","Gross Domestic Product","153.157",""
"2007","European Union (28 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.000000",""
"2007","European Union (27 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.00188",""
"2007","European Union (25 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.01372",""
"2007","European Union (15 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.05410",""
"2007","Euro area (19 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.01094",""
"2007","Euro area (18 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.01332",""
