"TIME","GEO","UNIT","S_ADJ","NA_ITEM","Value","Flag and Footnotes"
"2014Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","103.876",""
"2014Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","104.123",""
"2014Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","104.109",""
"2014Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","105.863",""
"2015Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","105.079",""
"2015Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","105.623",""
"2015Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","105.721",""
"2015Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","107.423",""
"2016Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","106.253",""
"2016Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","106.686",""
"2016Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","106.525",""
"2016Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","108.132",""
"2017Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","107.029",""
"2017Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","107.796",""
"2017Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","107.863",""
"2017Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","109.425",""
"2018Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","108.477",""
"2018Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","109.140",""
"2018Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","109.331",""
"2018Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","111.117",""
"2019Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","110.199",""
