"GEO","TIME","UNIT","S_ADJ","NA_ITEM","Value","Flag and Footnotes"
"Euro area - 19 countries  (from 2015)","2011Q2","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","94.989",""
"Euro area - 19 countries  (from 2015)","2011Q3","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","94.983",""
"Euro area - 19 countries  (from 2015)","2011Q4","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","96.656",""
"Euro area - 19 countries  (from 2015)","2012Q1","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","95.592",""
"Euro area - 19 countries  (from 2015)","2012Q2","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","96.128",""
"Euro area - 19 countries  (from 2015)","2012Q3","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","96.352",""
"Euro area - 19 countries  (from 2015)","2012Q4","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","97.865",""
"Euro area - 19 countries  (from 2015)","2013Q1","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","96.991",""
"Euro area - 19 countries  (from 2015)","2013Q2","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","97.462",""
"Euro area - 19 countries  (from 2015)","2013Q3","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","97.491",""
"Euro area - 19 countries  (from 2015)","2013Q4","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","98.754",""
"Euro area - 19 countries  (from 2015)","2014Q1","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","97.951",""
"Euro area - 19 countries  (from 2015)","2014Q2","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","98.345",""
"Euro area - 19 countries  (from 2015)","2014Q3","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","98.346",""
"Euro area - 19 countries  (from 2015)","2014Q4","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","99.741",""
"Euro area - 19 countries  (from 2015)","2015Q1","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","99.124",""
"Euro area - 19 countries  (from 2015)","2015Q2","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","99.782",""
"Euro area - 19 countries  (from 2015)","2015Q3","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","99.857",""
"Euro area - 19 countries  (from 2015)","2015Q4","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","101.180",""
"Euro area - 19 countries  (from 2015)","2016Q1","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","100.150",""
"Euro area - 19 countries  (from 2015)","2016Q2","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","100.762",""
"Euro area - 19 countries  (from 2015)","2016Q3","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","100.671",""
"Euro area - 19 countries  (from 2015)","2016Q4","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","102.024",""
"Euro area - 19 countries  (from 2015)","2017Q1","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","100.997",""
"Euro area - 19 countries  (from 2015)","2017Q2","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","101.825",""
"Euro area - 19 countries  (from 2015)","2017Q3","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","101.830",""
"Euro area - 19 countries  (from 2015)","2017Q4","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","103.420",""
"Euro area - 19 countries  (from 2015)","2018Q1","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","102.449",""
"Euro area - 19 countries  (from 2015)","2018Q2","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","103.158",""
"Euro area - 19 countries  (from 2015)","2018Q3","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","103.415",""
"Euro area - 19 countries  (from 2015)","2018Q4","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","105.204",""
"Euro area - 19 countries  (from 2015)","2019Q1","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","104.153",""
"Euro area - 19 countries  (from 2015)","2019Q2","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","104.882",""
"Euro area - 19 countries  (from 2015)","2019Q3","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","105.150",""
"Euro area - 19 countries  (from 2015)","2019Q4","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","107.111",""
"Euro area - 19 countries  (from 2015)","2020Q1","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","106.082",""
"Euro area - 19 countries  (from 2015)","2020Q2","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","107.571",""
"Euro area - 19 countries  (from 2015)","2020Q3","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","106.227",""
"Euro area - 19 countries  (from 2015)","2020Q4","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","108.402",""
"Euro area - 19 countries  (from 2015)","2021Q1","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","107.605",""
"Euro area - 19 countries  (from 2015)","2021Q2","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","108.225",""
"Euro area - 19 countries  (from 2015)","2021Q3","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","109.307",""
"Euro area - 19 countries  (from 2015)","2021Q4","Price index (implicit deflator), 2015=100, euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","111.560",""
