"TIME","GEO","UNIT","S_ADJ","NA_ITEM","Value","Flag and Footnotes"
"2005Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","91.134",""
"2005Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","External balance of goods and services",":",""
"2005Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","91.974",""
"2005Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","External balance of goods and services",":",""
"2005Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","91.894",""
"2005Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","External balance of goods and services",":",""
"2005Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","93.965",""
"2005Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","External balance of goods and services",":",""
"2006Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","92.770",""
"2006Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","External balance of goods and services",":",""
"2006Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","93.778",""
"2006Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","External balance of goods and services",":",""
"2006Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","93.845",""
"2006Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","External balance of goods and services",":",""
"2006Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","95.774",""
"2006Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","External balance of goods and services",":",""
"2007Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","95.153",""
"2007Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","External balance of goods and services",":",""
"2007Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","96.011",""
"2007Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","External balance of goods and services",":",""
"2007Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","96.120",""
"2007Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","External balance of goods and services",":",""
"2007Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","98.273",""
"2007Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","External balance of goods and services",":",""
"2008Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","97.079",""
"2008Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","External balance of goods and services",":",""
"2008Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","98.192",""
"2008Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","External balance of goods and services",":",""
"2008Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","98.127",""
"2008Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","External balance of goods and services",":",""
"2008Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","100.110",""
"2008Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","External balance of goods and services",":",""
"2009Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","98.637",""
"2009Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","External balance of goods and services",":",""
"2009Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","99.129",""
"2009Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","External balance of goods and services",":",""
"2009Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","98.886",""
"2009Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","External balance of goods and services",":",""
"2009Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","100.673",""
"2009Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","External balance of goods and services",":",""
"2010Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","99.096",""
"2010Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","External balance of goods and services",":",""
"2010Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","99.681",""
"2010Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","External balance of goods and services",":",""
"2010Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","99.727",""
"2010Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","External balance of goods and services",":",""
"2010Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","101.433",""
"2010Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","External balance of goods and services",":",""
"2011Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","100.165",""
"2011Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","External balance of goods and services",":",""
"2011Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","100.721",""
"2011Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","External balance of goods and services",":",""
"2011Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","100.787",""
"2011Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","External balance of goods and services",":",""
"2011Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","102.661",""
"2011Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","External balance of goods and services",":",""
"2012Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","101.526",""
"2012Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","External balance of goods and services",":",""
"2012Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","101.997",""
"2012Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","External balance of goods and services",":",""
"2012Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","102.144",""
"2012Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","External balance of goods and services",":",""
"2012Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","103.903",""
"2012Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","External balance of goods and services",":",""
"2013Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","102.930",""
"2013Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","External balance of goods and services",":",""
"2013Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","103.336",""
"2013Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","External balance of goods and services",":",""
"2013Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","103.383",""
"2013Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","External balance of goods and services",":",""
"2013Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","104.981",""
"2013Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","External balance of goods and services",":",""
"2014Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","103.921",""
"2014Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","External balance of goods and services",":",""
"2014Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","104.096",""
"2014Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","External balance of goods and services",":",""
"2014Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","104.212",""
"2014Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","External balance of goods and services",":",""
"2014Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","105.983",""
"2014Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","External balance of goods and services",":",""
"2015Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","104.898",""
"2015Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","External balance of goods and services",":",""
"2015Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","105.329",""
"2015Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","External balance of goods and services",":",""
"2015Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","105.425",""
"2015Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","External balance of goods and services",":",""
"2015Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","107.290",""
"2015Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","External balance of goods and services",":",""
"2016Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","106.016",""
"2016Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","External balance of goods and services",":",""
"2016Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","106.264",""
"2016Q2","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","External balance of goods and services",":",""
"2016Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","106.312",""
"2016Q3","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","External balance of goods and services",":",""
"2016Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices","108.198",""
"2016Q4","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","External balance of goods and services",":",""
"2017Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","Gross domestic product at market prices",":",""
"2017Q1","Euro area (19 countries)","Price index (implicit deflator), 2010=100, national currency","NSA","External balance of goods and services",":",""
