"Country/Area","Year","Unit","GDP, at current prices - National currency"
"Cameroon","2014","CFA Franc BEAC","17276318000000"
"Cameroon","2015","CFA Franc BEAC","18285382000000"
"Cameroon","2016","CFA Franc BEAC","19344838000000"
"Cameroon","2017","CFA Franc BEAC","20328363000000"
"Cameroon","2018","CFA Franc BEAC","21492534000000"
"Cameroon","2019","CFA Franc BEAC","22854838000000"
"Cameroon","2020","CFA Franc BEAC","22954712291711"
"Canada","1970","Canadian Dollar","93236000000"
"Canada","1971","Canadian Dollar","101768000000"
"Canada","1972","Canadian Dollar","113624000000"
"Canada","1973","Canadian Dollar","133080000000"
"Canada","1974","Canadian Dollar","158306000000"
"Canada","1975","Canadian Dollar","178045000000"
"Canada","1976","Canadian Dollar","206007000000"
"Canada","1977","Canadian Dollar","227579000000"
"Canada","1978","Canadian Dollar","252044000000"
"Canada","1979","Canadian Dollar","287573000000"
"Canada","1980","Canadian Dollar","322747000000"
"Canada","1981","Canadian Dollar","368358000000"
"Canada","1982","Canadian Dollar","388181000000"
"Canada","1983","Canadian Dollar","421316000000"
"Canada","1984","Canadian Dollar","461986000000"
"Canada","1985","Canadian Dollar","500027000000"
"Canada","1986","Canadian Dollar","526630000000"
"Canada","1987","Canadian Dollar","574336000000"
"Canada","1988","Canadian Dollar","626894000000"
"Canada","1989","Canadian Dollar","671579000000"
"Canada","1990","Canadian Dollar","695501000000"
"Canada","1991","Canadian Dollar","701773000000"
"Canada","1992","Canadian Dollar","718436000000"
"Canada","1993","Canadian Dollar","747037000000"
"Canada","1994","Canadian Dollar","791972000000"
"Canada","1995","Canadian Dollar","831621000000"
"Canada","1996","Canadian Dollar","859834000000"
"Canada","1997","Canadian Dollar","906926000000"
"Canada","1998","Canadian Dollar","940548000000"
"Canada","1999","Canadian Dollar","1007927000000"
"Canada","2000","Canadian Dollar","1106071000000"
"Canada","2001","Canadian Dollar","1144543000000"
"Canada","2002","Canadian Dollar","1193694000000"
"Canada","2003","Canadian Dollar","1254747000000"
"Canada","2004","Canadian Dollar","1335731000000"
"Canada","2005","Canadian Dollar","1421590000000"
"Canada","2006","Canadian Dollar","1496604000000"
"Canada","2007","Canadian Dollar","1577661000000"
"Canada","2008","Canadian Dollar","1657041000000"
"Canada","2009","Canadian Dollar","1571334000000"
"Canada","2010","Canadian Dollar","1666048000000"
"Canada","2011","Canadian Dollar","1774063000000"
"Canada","2012","Canadian Dollar","1827201000000"
"Canada","2013","Canadian Dollar","1902247000000"
"Canada","2014","Canadian Dollar","1994898000000"
"Canada","2015","Canadian Dollar","1990441000000"
"Canada","2016","Canadian Dollar","2025535000000"
"Canada","2017","Canadian Dollar","2140641000000"
"Canada","2018","Canadian Dollar","2231168000000"
"Canada","2019","Canadian Dollar","2310712000000"
"Canada","2020","Canadian Dollar","2204905000000"
"Cayman Islands","1970","Cayman Islands Dollar","25711260"
"Cayman Islands","1971","Cayman Islands Dollar","32402801"
"Cayman Islands","1972","Cayman Islands Dollar","41362259"
"Cayman Islands","1973","Cayman Islands Dollar","55072667"
"Cayman Islands","1974","Cayman Islands Dollar","65700183"
"Cayman Islands","1975","Cayman Islands Dollar","78378540"
"Cayman Islands","1976","Cayman Islands Dollar","93503451"
"Cayman Islands","1977","Cayman Islands Dollar","111547084"
"Cayman Islands","1978","Cayman Islands Dollar","133072643"
"Cayman Islands","1979","Cayman Islands Dollar","158752030"
"Cayman Islands","1980","Cayman Islands Dollar","189386799"
"Cayman Islands","1981","Cayman Islands Dollar","225933399"
"Cayman Islands","1982","Cayman Islands Dollar","269532329"
"Cayman Islands","1983","Cayman Islands Dollar","375707178"
"Cayman Islands","1984","Cayman Islands Dollar","422454154"
"Cayman Islands","1985","Cayman Islands Dollar","457081544"
"Cayman Islands","1986","Cayman Islands Dollar","502097151"
"Cayman Islands","1987","Cayman Islands Dollar","586934256"
"Cayman Islands","1988","Cayman Islands Dollar","716786967"
"Cayman Islands","1989","Cayman Islands Dollar","820669136"
"Cayman Islands","1990","Cayman Islands Dollar","1021507997"
"Cayman Islands","1991","Cayman Islands Dollar","1066523603"
"Cayman Islands","1992","Cayman Islands Dollar","1130584274"
"Cayman Islands","1993","Cayman Islands Dollar","1214555694"
"Cayman Islands","1994","Cayman Islands Dollar","1318611000"
"Cayman Islands","1995","Cayman Islands Dollar","1424051402"
"Cayman Islands","1996","Cayman Islands Dollar","1545074129"
"Cayman Islands","1997","Cayman Islands Dollar","1682718003"
"Cayman Islands","1998","Cayman Islands Dollar","2207842368"
"Cayman Islands","1999","Cayman Islands Dollar","2393711420"
"Cayman Islands","2000","Cayman Islands Dollar","2501751403"
"Cayman Islands","2001","Cayman Islands Dollar","2566489076"
"Cayman Islands","2002","Cayman Islands Dollar","2676686981"
"Cayman Islands","2003","Cayman Islands Dollar","2775807551"
"Cayman Islands","2004","Cayman Islands Dollar","2923984892"
"Cayman Islands","2005","Cayman Islands Dollar","3341470951"
"Cayman Islands","2006","Cayman Islands Dollar","3523024158"
"Cayman Islands","2007","Cayman Islands Dollar","3721937443"
"Cayman Islands","2008","Cayman Islands Dollar","3821657585"
"Cayman Islands","2009","Cayman Islands Dollar","3568034776"
"Cayman Islands","2010","Cayman Islands Dollar","3463974484"
"Cayman Islands","2011","Cayman Islands Dollar","3488380337"
"Cayman Islands","2012","Cayman Islands Dollar","3575823205"
"Cayman Islands","2013","Cayman Islands Dollar","3671482013"
"Cayman Islands","2014","Cayman Islands Dollar","3802362757"
"Cayman Islands","2015","Cayman Islands Dollar","3923457600"
"Cayman Islands","2016","Cayman Islands Dollar","4091085800"
"Cayman Islands","2017","Cayman Islands Dollar","4305217200"
"Cayman Islands","2018","Cayman Islands Dollar","4602004000"
"Cayman Islands","2019","Cayman Islands Dollar","4946276600"
"Cayman Islands","2020","Cayman Islands Dollar","5213427868"
"Central African Republic","1970","CFA Franc BEAC","76277407959"
"Central African Republic","1971","CFA Franc BEAC","80948852363"
"Central African Republic","1972","CFA Franc BEAC","84707574418"
"Central African Republic","1973","CFA Franc BEAC","88205977987"
"Central African Republic","1974","CFA Franc BEAC","98844621567"
"Central African Republic","1975","CFA Franc BEAC","118425219202"
"Central African Republic","1976","CFA Franc BEAC","157317739997"
"Central African Republic","1977","CFA Franc BEAC","181877493973"
"Central African Republic","1978","CFA Franc BEAC","201064154811"
"Central African Republic","1979","CFA Franc BEAC","217535611078"
"Central African Republic","1980","CFA Franc BEAC","245747151776"
"Central African Republic","1981","CFA Franc BEAC","282364011286"
"Central African Republic","1982","CFA Franc BEAC","321075985391"
"Central African Republic","1983","CFA Franc BEAC","327718999831"
"Central African Republic","1984","CFA Franc BEAC","359928939170"
"Central African Republic","1985","CFA Franc BEAC","406530553533"
"Central African Republic","1986","CFA Franc BEAC","406637275062"
"Central African Republic","1987","CFA Franc BEAC","377649824482"
"Central African Republic","1988","CFA Franc BEAC","394187476309"
"Central African Republic","1989","CFA Franc BEAC","411855120796"
"Central African Republic","1990","CFA Franc BEAC","410412287576"
"Central African Republic","1991","CFA Franc BEAC","406553571902"
"Central African Republic","1992","CFA Franc BEAC","391022450574"
"Central African Republic","1993","CFA Franc BEAC","378864566591"
"Central African Republic","1994","CFA Franc BEAC","494451306455"
"Central African Republic","1995","CFA Franc BEAC","582516447328"
"Central African Republic","1996","CFA Franc BEAC","539401995927"
"Central African Republic","1997","CFA Franc BEAC","572666677980"
"Central African Republic","1998","CFA Franc BEAC","597099630370"
"Central African Republic","1999","CFA Franc BEAC","643862915713"
"Central African Republic","2000","CFA Franc BEAC","681241749917"
"Central African Republic","2001","CFA Franc BEAC","714688640315"
"Central African Republic","2002","CFA Franc BEAC","722971026819"
"Central African Republic","2003","CFA Franc BEAC","693089191258"
"Central African Republic","2004","CFA Franc BEAC","702022683050"
"Central African Republic","2005","CFA Franc BEAC","745210000000"
"Central African Republic","2006","CFA Franc BEAC","803945000000"
"Central African Republic","2007","CFA Franc BEAC","841079000000"
"Central African Republic","2008","CFA Franc BEAC","910457000000"
"Central African Republic","2009","CFA Franc BEAC","972276070000"
"Central African Republic","2010","CFA Franc BEAC","1060141630000"
"Central African Republic","2011","CFA Franc BEAC","1148895960000"
"Central African Republic","2012","CFA Franc BEAC","1281561000000"
"Central African Republic","2013","CFA Franc BEAC","835453491000"
"Central African Republic","2014","CFA Franc BEAC","935577550000"
"Central African Republic","2015","CFA Franc BEAC","1002592180000"
"Central African Republic","2016","CFA Franc BEAC","1081516420000"
"Central African Republic","2017","CFA Franc BEAC","1203324000000"
"Central African Republic","2018","CFA Franc BEAC","1233634690000"
"Central African Republic","2019","CFA Franc BEAC","1300251111891"
"Central African Republic","2020","CFA Franc BEAC","1337199928956"
"Chad","1970","CFA Franc BEAC","98206526697"
"Chad","1971","CFA Franc BEAC","106779251127"
"Chad","1972","CFA Franc BEAC","101570507169"
"Chad","1973","CFA Franc BEAC","99617228185"
"Chad","1974","CFA Franc BEAC","125335401475"
"Chad","1975","CFA Franc BEAC","161221477031"
"Chad","1976","CFA Franc BEAC","168774155770"
"Chad","1977","CFA Franc BEAC","175534671364"
"Chad","1978","CFA Franc BEAC","192006228434"
"Chad","1979","CFA Franc BEAC","163191272134"
"Chad","1980","CFA Franc BEAC","166714531600"
"Chad","1981","CFA Franc BEAC","251909846660"
"Chad","1982","CFA Franc BEAC","284843691909"
"Chad","1983","CFA Franc BEAC","353561863496"
"Chad","1984","CFA Franc BEAC","436843246802"
"Chad","1985","CFA Franc BEAC","443374471137"
"Chad","1986","CFA Franc BEAC","420706641175"
"Chad","1987","CFA Franc BEAC","414512185990"
"Chad","1988","CFA Franc BEAC","479941294317"
"Chad","1989","CFA Franc BEAC","485810925686"
"Chad","1990","CFA Franc BEAC","499245296094"
"Chad","1991","CFA Franc BEAC","513442393623"
"Chad","1992","CFA Franc BEAC","501880761675"
"Chad","1993","CFA Franc BEAC","468375149039"
"Chad","1994","CFA Franc BEAC","745020790910"
"Chad","1995","CFA Franc BEAC","820238954571"
"Chad","1996","CFA Franc BEAC","939864543397"
"Chad","1997","CFA Franc BEAC","1024232225906"
"Chad","1998","CFA Franc BEAC","1179510846406"
"Chad","1999","CFA Franc BEAC","1070638806155"
"Chad","2000","CFA Franc BEAC","1121907981589"
"Chad","2001","CFA Franc BEAC","1425558205946"
"Chad","2002","CFA Franc BEAC","1575519755908"
"Chad","2003","CFA Franc BEAC","1799911344760"
"Chad","2004","CFA Franc BEAC","2652864752890"
"Chad","2005","CFA Franc BEAC","3523810000000"
"Chad","2006","CFA Franc BEAC","3897170000000"
"Chad","2007","CFA Franc BEAC","4024600000000"
"Chad","2008","CFA Franc BEAC","4642760000000"
"Chad","2009","CFA Franc BEAC","4450130000000"
"Chad","2010","CFA Franc BEAC","5433500000000"
"Chad","2011","CFA Franc BEAC","6113392074590"
"Chad","2012","CFA Franc BEAC","7149340000000"
"Chad","2013","CFA Franc BEAC","6821430000000"
"Chad","2014","CFA Franc BEAC","7168710000000"
"Chad","2015","CFA Franc BEAC","6916770000000"
"Chad","2016","CFA Franc BEAC","6158629000000"
"Chad","2017","CFA Franc BEAC","6035358000000"
"Chad","2018","CFA Franc BEAC","6316526108700"
"Chad","2019","CFA Franc BEAC","6604192021713"
"Chad","2020","CFA Franc BEAC","6420239890179"
"Chile","1970","Chilean Peso","109166405"
"Chile","1971","Chilean Peso","141470750"
"Chile","1972","Chilean Peso","260662641"
"Chile","1973","Chilean Peso","1277692518"
"Chile","1974","Chilean Peso","10247160828"
"Chile","1975","Chilean Peso","39485934326"
"Chile","1976","Chilean Peso","143337717870"
"Chile","1977","Chilean Peso","320559351172"
"Chile","1978","Chilean Peso","543053852216"
"Chile","1979","Chilean Peso","860186714997"
"Chile","1980","Chilean Peso","1198109094305"
"Chile","1981","Chilean Peso","1436564169362"
"Chile","1982","Chilean Peso","1339859443528"
"Chile","1983","Chilean Peso","1710655392049"
"Chile","1984","Chilean Peso","2119501402485"
"Chile","1985","Chilean Peso","3053849980649"
"Chile","1986","Chilean Peso","3937405503406"
"Chile","1987","Chilean Peso","5228697685026"
"Chile","1988","Chilean Peso","6814760180816"
"Chile","1989","Chilean Peso","8468219706708"
"Chile","1990","Chilean Peso","10646701717081"
"Chile","1991","Chilean Peso","13934356413668"
"Chile","1992","Chilean Peso","17486859432350"
"Chile","1993","Chilean Peso","20699096521757"
"Chile","1994","Chilean Peso","24637721521376"
"Chile","1995","Chilean Peso","29797309814762"
"Chile","1996","Chilean Peso","32552561714091"
"Chile","1997","Chilean Peso","36184662224238"
"Chile","1998","Chilean Peso","38073205009851"
"Chile","1999","Chilean Peso","38702292008322"
"Chile","2000","Chilean Peso","42283777437165"
"Chile","2001","Chilean Peso","45369904101187"
"Chile","2002","Chilean Peso","48293089178168"
"Chile","2003","Chilean Peso","52604449593509"
"Chile","2004","Chilean Peso","60501641951082"
"Chile","2005","Chilean Peso","68831705427037"
"Chile","2006","Chilean Peso","82080219853930"
"Chile","2007","Chilean Peso","90702903280006"
"Chile","2008","Chilean Peso","93854108404160"
"Chile","2009","Chilean Peso","96686356858733"
"Chile","2010","Chilean Peso","111508610680027"
"Chile","2011","Chilean Peso","122006090354937"
"Chile","2012","Chilean Peso","129947342297034"
"Chile","2013","Chilean Peso","137876215768075"
"Chile","2014","Chilean Peso","148599453874997"
"Chile","2015","Chilean Peso","159553348309835"
"Chile","2016","Chilean Peso","169537387722373"
"Chile","2017","Chilean Peso","179749461246611"
"Chile","2018","Chilean Peso","190825823098790"
"Chile","2019","Chilean Peso","196379332652178"
"Chile","2020","Chilean Peso","200512436237198"
"China (mainland)","1970","Yuan Renminbi","227970000000"
"China (mainland)","1971","Yuan Renminbi","245690000000"
"China (mainland)","1972","Yuan Renminbi","255240000000"
"China (mainland)","1973","Yuan Renminbi","275620000000"
"China (mainland)","1974","Yuan Renminbi","282770000000"
"China (mainland)","1975","Yuan Renminbi","303950000000"
"China (mainland)","1976","Yuan Renminbi","298860000000"
"China (mainland)","1977","Yuan Renminbi","325000000000"
"China (mainland)","1978","Yuan Renminbi","367870000000"
"China (mainland)","1979","Yuan Renminbi","410050000000"
"China (mainland)","1980","Yuan Renminbi","458760000000"
"China (mainland)","1981","Yuan Renminbi","493580000000"
"China (mainland)","1982","Yuan Renminbi","537340000000"
"China (mainland)","1983","Yuan Renminbi","602090000000"
"China (mainland)","1984","Yuan Renminbi","727850000000"
"China (mainland)","1985","Yuan Renminbi","909890000000"
"China (mainland)","1986","Yuan Renminbi","1037620000000"
"China (mainland)","1987","Yuan Renminbi","1217460000000"
"China (mainland)","1988","Yuan Renminbi","1518040000000"
"China (mainland)","1989","Yuan Renminbi","1717970000000"
"China (mainland)","1990","Yuan Renminbi","1887290000000"
"China (mainland)","1991","Yuan Renminbi","2200560000000"
"China (mainland)","1992","Yuan Renminbi","2719450000000"
"China (mainland)","1993","Yuan Renminbi","3567320000000"
"China (mainland)","1994","Yuan Renminbi","4863750000000"
"China (mainland)","1995","Yuan Renminbi","6133990000000"
"China (mainland)","1996","Yuan Renminbi","7181360000000"
"China (mainland)","1997","Yuan Renminbi","7971500000000"
"China (mainland)","1998","Yuan Renminbi","8519550000000"
"China (mainland)","1999","Yuan Renminbi","9056440000000"
"China (mainland)","2000","Yuan Renminbi","10028010000000"
"China (mainland)","2001","Yuan Renminbi","11086310000000"
"China (mainland)","2002","Yuan Renminbi","12171740000000"
"China (mainland)","2003","Yuan Renminbi","13742200000000"
"China (mainland)","2004","Yuan Renminbi","16184020000000"
"China (mainland)","2005","Yuan Renminbi","18731900000000"
"China (mainland)","2006","Yuan Renminbi","21943800000000"
"China (mainland)","2007","Yuan Renminbi","27009200000000"
"China (mainland)","2008","Yuan Renminbi","31924500000000"
"China (mainland)","2009","Yuan Renminbi","34851800000000"
"China (mainland)","2010","Yuan Renminbi","41211900000000"
"China (mainland)","2011","Yuan Renminbi","48794000000000"
"China (mainland)","2012","Yuan Renminbi","53858000000000"
"China (mainland)","2013","Yuan Renminbi","59296300000000"
"China (mainland)","2014","Yuan Renminbi","64356300000000"
"China (mainland)","2015","Yuan Renminbi","68885800000000"
"China (mainland)","2016","Yuan Renminbi","74639500000000"
"China (mainland)","2017","Yuan Renminbi","83203600000000"
"China (mainland)","2018","Yuan Renminbi","91928100000000"
"China (mainland)","2019","Yuan Renminbi","98651500000000"
"China (mainland)","2020","Yuan Renminbi","101598620000000"
"China, Hong Kong SAR","1970","Hong Kong Dollar","23106000000"
"China, Hong Kong SAR","1971","Hong Kong Dollar","26681000000"
"China, Hong Kong SAR","1972","Hong Kong Dollar","32213000000"
"China, Hong Kong SAR","1973","Hong Kong Dollar","41327000000"
"China, Hong Kong SAR","1974","Hong Kong Dollar","47240000000"
"China, Hong Kong SAR","1975","Hong Kong Dollar","49589000000"
"China, Hong Kong SAR","1976","Hong Kong Dollar","63156000000"
"China, Hong Kong SAR","1977","Hong Kong Dollar","73284000000"
"China, Hong Kong SAR","1978","Hong Kong Dollar","85782000000"
"China, Hong Kong SAR","1979","Hong Kong Dollar","112691000000"
"China, Hong Kong SAR","1980","Hong Kong Dollar","143619000000"
"China, Hong Kong SAR","1981","Hong Kong Dollar","173578000000"
"China, Hong Kong SAR","1982","Hong Kong Dollar","196005000000"
"China, Hong Kong SAR","1983","Hong Kong Dollar","217281000000"
"China, Hong Kong SAR","1984","Hong Kong Dollar","261992000000"
"China, Hong Kong SAR","1985","Hong Kong Dollar","278128000000"
"China, Hong Kong SAR","1986","Hong Kong Dollar","320525000000"
"China, Hong Kong SAR","1987","Hong Kong Dollar","394770000000"
"China, Hong Kong SAR","1988","Hong Kong Dollar","466076000000"
"China, Hong Kong SAR","1989","Hong Kong Dollar","536558000000"
"China, Hong Kong SAR","1990","Hong Kong Dollar","599256000000"
"China, Hong Kong SAR","1991","Hong Kong Dollar","691323000000"
"China, Hong Kong SAR","1992","Hong Kong Dollar","807130000000"
"China, Hong Kong SAR","1993","Hong Kong Dollar","931010000000"
"China, Hong Kong SAR","1994","Hong Kong Dollar","1049610000000"
"China, Hong Kong SAR","1995","Hong Kong Dollar","1119006000000"
"China, Hong Kong SAR","1996","Hong Kong Dollar","1235301000000"
"China, Hong Kong SAR","1997","Hong Kong Dollar","1373083000000"
"China, Hong Kong SAR","1998","Hong Kong Dollar","1308074000000"
"China, Hong Kong SAR","1999","Hong Kong Dollar","1285946000000"
"China, Hong Kong SAR","2000","Hong Kong Dollar","1337501000000"
"China, Hong Kong SAR","2001","Hong Kong Dollar","1321142000000"
"China, Hong Kong SAR","2002","Hong Kong Dollar","1297341000000"
"China, Hong Kong SAR","2003","Hong Kong Dollar","1256669000000"
"China, Hong Kong SAR","2004","Hong Kong Dollar","1316949000000"
"China, Hong Kong SAR","2005","Hong Kong Dollar","1412125000000"
"China, Hong Kong SAR","2006","Hong Kong Dollar","1503351000000"
"China, Hong Kong SAR","2007","Hong Kong Dollar","1650756000000"
"China, Hong Kong SAR","2008","Hong Kong Dollar","1707487000000"
"China, Hong Kong SAR","2009","Hong Kong Dollar","1659245000000"
"China, Hong Kong SAR","2010","Hong Kong Dollar","1776332000000"
"China, Hong Kong SAR","2011","Hong Kong Dollar","1934430000000"
"China, Hong Kong SAR","2012","Hong Kong Dollar","2037059000000"
"China, Hong Kong SAR","2013","Hong Kong Dollar","2138305000000"
"China, Hong Kong SAR","2014","Hong Kong Dollar","2260005000000"
"China, Hong Kong SAR","2015","Hong Kong Dollar","2398280000000"
"China, Hong Kong SAR","2016","Hong Kong Dollar","2490438000000"
"China, Hong Kong SAR","2017","Hong Kong Dollar","2659384000000"
"China, Hong Kong SAR","2018","Hong Kong Dollar","2835119000000"
"China, Hong Kong SAR","2019","Hong Kong Dollar","2865659000000"
"China, Hong Kong SAR","2020","Hong Kong Dollar","2710730000000"
"China, Macao Special Administrative Region","1970","Pataca","1022847686"
"China, Macao Special Administrative Region","1971","Pataca","1203527346"
"China, Macao Special Administrative Region","1972","Pataca","1416332645"
"China, Macao Special Administrative Region","1973","Pataca","1666488236"
"China, Macao Special Administrative Region","1974","Pataca","1960608850"
"China, Macao Special Administrative Region","1975","Pataca","2308305245"
"China, Macao Special Administrative Region","1976","Pataca","2714646924"
"China, Macao Special Administrative Region","1977","Pataca","3192693646"
"China, Macao Special Administrative Region","1978","Pataca","3767051936"
"China, Macao Special Administrative Region","1979","Pataca","4415485131"
"China, Macao Special Administrative Region","1980","Pataca","5193901133"
"China, Macao Special Administrative Region","1981","Pataca","6188234057"
"China, Macao Special Administrative Region","1982","Pataca","7113000000"
"China, Macao Special Administrative Region","1983","Pataca","8457000000"
"China, Macao Special Administrative Region","1984","Pataca","10481000000"
"China, Macao Special Administrative Region","1985","Pataca","10895000000"
"China, Macao Special Administrative Region","1986","Pataca","12277000000"
"China, Macao Special Administrative Region","1987","Pataca","15681000000"
"China, Macao Special Administrative Region","1988","Pataca","18403000000"
"China, Macao Special Administrative Region","1989","Pataca","21737000000"
"China, Macao Special Administrative Region","1990","Pataca","26040000000"
"China, Macao Special Administrative Region","1991","Pataca","30138000000"
"China, Macao Special Administrative Region","1992","Pataca","39179000000"
"China, Macao Special Administrative Region","1993","Pataca","45141000000"
"China, Macao Special Administrative Region","1994","Pataca","50239000000"
"China, Macao Special Administrative Region","1995","Pataca","56142000000"
"China, Macao Special Administrative Region","1996","Pataca","57174000000"
"China, Macao Special Administrative Region","1997","Pataca","57961000000"
"China, Macao Special Administrative Region","1998","Pataca","54238000000"
"China, Macao Special Administrative Region","1999","Pataca","52328000000"
"China, Macao Special Administrative Region","2000","Pataca","54369000000"
"China, Macao Special Administrative Region","2001","Pataca","55112000000"
"China, Macao Special Administrative Region","2002","Pataca","59220000000"
"China, Macao Special Administrative Region","2003","Pataca","66147000000"
"China, Macao Special Administrative Region","2004","Pataca","85382000000"
"China, Macao Special Administrative Region","2005","Pataca","97415000000"
"China, Macao Special Administrative Region","2006","Pataca","119014000000"
"China, Macao Special Administrative Region","2007","Pataca","148181000000"
"China, Macao Special Administrative Region","2008","Pataca","168639000000"
"China, Macao Special Administrative Region","2009","Pataca","172363000000"
"China, Macao Special Administrative Region","2010","Pataca","225997000000"
"China, Macao Special Administrative Region","2011","Pataca","295438000000"
"China, Macao Special Administrative Region","2012","Pataca","345080000000"
"China, Macao Special Administrative Region","2013","Pataca","411739000000"
"China, Macao Special Administrative Region","2014","Pataca","438516000000"
"China, Macao Special Administrative Region","2015","Pataca","359806000000"
"China, Macao Special Administrative Region","2016","Pataca","360460000000"
"China, Macao Special Administrative Region","2017","Pataca","404966000000"
"China, Macao Special Administrative Region","2018","Pataca","446429000000"
"China, Macao Special Administrative Region","2019","Pataca","445118000000"
"China, Macao Special Administrative Region","2020","Pataca","194398000000"
"Colombia","1970","Colombian Peso","186772662612"
"Colombia","1971","Colombian Peso","219071694493"
"Colombia","1972","Colombian Peso","266818089446"
"Colombia","1973","Colombian Peso","341246293344"
"Colombia","1974","Colombian Peso","452186446325"
"Colombia","1975","Colombian Peso","568743822241"
"Colombia","1976","Colombian Peso","747090650449"
"Colombia","1977","Colombian Peso","1005482905492"
"Colombia","1978","Colombian Peso","1276513912140"
"Colombia","1979","Colombian Peso","1669719517640"
"Colombia","1980","Colombian Peso","2217398753871"
"Colombia","1981","Colombian Peso","2784738270378"
"Colombia","1982","Colombian Peso","3506551417617"
"Colombia","1983","Colombian Peso","4288749711414"
"Colombia","1984","Colombian Peso","5416407215758"
"Colombia","1985","Colombian Peso","6973782274684"
"Colombia","1986","Colombian Peso","9532427321899"
"Colombia","1987","Colombian Peso","12391593796175"
"Colombia","1988","Colombian Peso","16473910564702"
"Colombia","1989","Colombian Peso","21242932837120"
"Colombia","1990","Colombian Peso","28406296385884"
"Colombia","1991","Colombian Peso","36662209795643"
"Colombia","1992","Colombian Peso","47065371270641"
"Colombia","1993","Colombian Peso","61921465837422"
"Colombia","1994","Colombian Peso","79999976416227"
"Colombia","1995","Colombian Peso","100027253822105"
"Colombia","1996","Colombian Peso","119303528774560"
"Colombia","1997","Colombian Peso","144175693452439"
"Colombia","1998","Colombian Peso","166417683392023"
"Colombia","1999","Colombian Peso","179545135011830"
"Colombia","2000","Colombian Peso","207183526670116"
"Colombia","2001","Colombian Peso","224391609314550"
"Colombia","2002","Colombian Peso","243737786292172"
"Colombia","2003","Colombian Peso","270585177124613"
"Colombia","2004","Colombian Peso","305773321640659"
"Colombia","2005","Colombian Peso","337958000000000"
"Colombia","2006","Colombian Peso","381604000000000"
"Colombia","2007","Colombian Peso","428506000000000"
"Colombia","2008","Colombian Peso","476554000000000"
"Colombia","2009","Colombian Peso","501574000000000"
"Colombia","2010","Colombian Peso","544060000000000"
"Colombia","2011","Colombian Peso","619023000000000"
"Colombia","2012","Colombian Peso","666507000000000"
"Colombia","2013","Colombian Peso","714093000000000"
"Colombia","2014","Colombian Peso","762903000000000"
"Colombia","2015","Colombian Peso","804692000000000"
"Colombia","2016","Colombian Peso","863782000000000"
"Colombia","2017","Colombian Peso","920471000000000"
"Colombia","2018","Colombian Peso","987791000000000"
"Colombia","2019","Colombian Peso","1061119000000000"
"Colombia","2020","Colombian Peso","1002587185915050"
"Comoros","1970","Comoro Franc","10358671552"
"Comoros","1971","Comoro Franc","11412872639"
"Comoros","1972","Comoro Franc","12308561606"
"Comoros","1973","Comoro Franc","14527731286"
"Comoros","1974","Comoro Franc","17728530239"
"Comoros","1975","Comoro Franc","24506355707"
"Comoros","1976","Comoro Franc","26937511475"
"Comoros","1977","Comoro Franc","30638673987"
"Comoros","1978","Comoro Franc","36494073504"
"Comoros","1979","Comoro Franc","45985702857"
"Comoros","1980","Comoro Franc","54673312903"
"Comoros","1981","Comoro Franc","65059439776"
"Comoros","1982","Comoro Franc","73731661173"
"Comoros","1983","Comoro Franc","89039514687"
"Comoros","1984","Comoro Franc","98409449603"
"Comoros","1985","Comoro Franc","107770999769"
"Comoros","1986","Comoro Franc","117899414070"
"Comoros","1987","Comoro Franc","123692765410"
"Comoros","1988","Comoro Franc","129477735772"
"Comoros","1989","Comoro Franc","132832222389"
"Comoros","1990","Comoro Franc","139061384607"
"Comoros","1991","Comoro Franc","145091498588"
"Comoros","1992","Comoro Franc","146816843422"
"Comoros","1993","Comoro Franc","155514415088"
"Comoros","1994","Comoro Franc","161180130795"
"Comoros","1995","Comoro Franc","180894487655"
"Comoros","1996","Comoro Franc","184270162331"
"Comoros","1997","Comoro Franc","193446788076"
"Comoros","1998","Comoro Franc","198588919971"
"Comoros","1999","Comoro Franc","214170805064"
"Comoros","2000","Comoro Franc","225309864696"
"Comoros","2001","Comoro Franc","250465498923"
"Comoros","2002","Comoro Franc","266977182807"
"Comoros","2003","Comoro Franc","286529566655"
"Comoros","2004","Comoro Franc","301923498339"
"Comoros","2005","Comoro Franc","311472000000"
"Comoros","2006","Comoro Franc","327925000000"
"Comoros","2007","Comoro Franc","285627000000"
"Comoros","2008","Comoro Franc","306288000000"
"Comoros","2009","Comoro Franc","319332000000"
"Comoros","2010","Comoro Franc","336947265531"
"Comoros","2011","Comoro Franc","361596424884"
"Comoros","2012","Comoro Franc","388983776315"
"Comoros","2013","Comoro Franc","413476629647"
"Comoros","2014","Comoro Franc","425712963361"
"Comoros","2015","Comoro Franc","428346000000"
"Comoros","2016","Comoro Franc","450159000000"
"Comoros","2017","Comoro Franc","469217000000"
"Comoros","2018","Comoro Franc","495235000000"
"Comoros","2019","Comoro Franc","524086000000"
"Comoros","2020","Comoro Franc","532112751628"
"Congo","1970","CFA Franc BEAC","78409534133"
"Congo","1971","CFA Franc BEAC","89343125886"
"Congo","1972","CFA Franc BEAC","98239993926"
"Congo","1973","CFA Franc BEAC","115798889918"
"Congo","1974","CFA Franc BEAC","151079013760"
"Congo","1975","CFA Franc BEAC","158498661891"
"Congo","1976","CFA Franc BEAC","183321367430"
