"Data Source","World Development Indicators",

"Last Updated Date","2020-03-18",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Egypt, Arab Rep.","EGY","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","4948667540.41066","5278005611.91453","5605484298.98275","5932242990.65421","6524455205.81114","8042200452.1477","8609283346.08518","9299638055.84281","10098534613.4411","9228963224.60004","11632178868.9171","13315988083.4161","14400806875.9867","14811704063.0685","18020571428.5714","21669908177.0664","22136081081.0811","27655172413.7931","30966239813.7369","33971188991.6147","39053502251.0732","41253507951.3564","40455616653.5742","34980124929.0176","39756299049.9793","42978914311.3504","37387836490.5284","41855986519.4235","46578631452.581","51897983392.6453","60159245060.4542","67629716981.1321","78436578171.0914","84828807556.0803","90710704806.8416","99838543960.0763","97632008709.853","87850683978.6691","82924503942.6381","78845185293.4964","89685725230.2517","107484034870.974","130478960092.499","162818181818.182","188982374700.805","218888324504.753","236001858960.015","279372758361.832","288586231501.877","305529656458.438","332698041030.807","332927833278.038","235369129337.711","250894760351.232","",
"Euro area","EMU","GDP (current US$)","NY.GDP.MKTP.CD","244895743150.193","269034156024.696","298895676246.292","335427732787.682","373119780407.515","407845094423.395","444996800083.837","483542535100.826","519124724301.227","579481411131.017","642869323968.941","728630713519.048","880207286887.81","1142683422235.59","1295883674253.02","1502574585307.3","1568102101996.01","1783664841678.82","2184188451354.54","2645850489813.86","2963315552469.4","2575356972774.85","2493437298170.24","2432530981604.51","2333289327044.49","2397096612757.44","3364194871090.09","4161023841166.5","4576282808953.82","4674504139843.84","5882977041945.35","6110849484495.21","6740480589181.87","6169107318205.03","6513042211646.16","7516229209568.94","7605287653835.11","6952285677739.33","7149094380640.08","7113968959063.5","6479735690005.1","6590688581567.15","7166369642436.36","8842887045202.73","10141372086898.7","10519098954526.9","11174300432026.6","12862302208696.2","14098979489484.3","12885643163975.7","12628220394708.3","13622398024585.3","12638910185441.5","13189508623525.7","13490148086872.9","11672316776608.1","11965226491773.9","12622305941590.9","13646587749131","",
"Eritrea","ERI","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","477101651.648376","467872714.755603","531688311.688312","578015625","693535954.190067","686490090.140141","745526154.93283","688921325.712043","706370815.584416","752368495.512622","729321366.651861","870247703.182758","1109054005.43971","1098425900.74116","1211161879.6748","1317974491.05691","1380188800","1856695551.21951","2117039512.19512","2607739837.39837","","","","","","","","",
"Spain","ESP","GDP (current US$)","NY.GDP.MKTP.CD","12072126075.397","13834300571.4849","16138545209.246","19074913947.7196","21343844643.7341","24756958694.9238","28721062242.1634","31647119228.1982","31475548481.4095","36038711599.541","40992995959.1158","46619420119.7605","59132415739.0629","78639527127.3558","97274005191.8085","114777045507.246","118507183785.128","132449276013.143","160599686848.958","214601956370.848","232766822928.754","202807890971.346","195996754051.189","170951185730.858","172102910888.015","180793464187.867","251321074967.328","318747936127.207","376160410084.274","414757056921.996","536558591903.363","577166174219.375","630916018690.07","525075636161.59","530562634952.18","614609020549.773","642588992512.807","590077272727.273","619214834614.099","634693160025.57","596877648793.072","627286800894.855","705394315829.098","905492099322.799","1067093369754.16","1153285660987.44","1259343871534.31","1472131125102.66","1625224842536.99","1485583495415.39","1420722034063","1478772824224.03","1324820091194.67","1354757433212.72","1369398844599.58","1195119269971.52","1232076017361.53","1309309642308.24","1419041949909.82","",
"Estonia","EST","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4006982535.06219","4116735206.80784","4497823918.17467","4780169853.03681","5147711226.33003","5665917232.17266","5762048126.06474","5694069842.43988","6259258257.98944","7372457191.29698","9877636517.61518","12144397515.528","14098326327.5712","17012321791.4942","22445582945.5242","24371299985.3523","19744110447.3465","19685033799.4182","23394843529.0691","23192709238.817","25271407238.6622","26773472961.8253","23048864242.6072","23996451497.6139","26792757827.3154","30732144528.9795","",
"Ethiopia","ETH","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","7324903188.4058","7707678019.32367","8567890821.25604","8096302367.14976","9480840483.09179","9848600869.56522","10527338647.343","10908935748.7923","11476584879.2271","12175166763.285","13463868357.4879","10492993077.6093","8830712713.90781","6927950564.55657","7663984567.90123","8547939730.62374","8589211390.49612","7818224905.55071","7700833482.00615","8242392103.68061","8231326016.47494","7850809498.16803","8623691300.04079","10131187261.4421","12401139453.9738","15280861834.6024","19707616772.7996","27066912635.2228","32437389116.038","29933790334.3418","31952763089.33","43310721414.0829","47648211133.2183","55612228233.5179","64589334978.8013","74296618481.0882","81760441158.7556","84355604752.5299","",
"European Union","EUU","GDP (current US$)","NY.GDP.MKTP.CD","364448431697.402","396166787734.798","431994913605.228","476970629206.161","527904889809.366","575279530856.385","623873031765.665","671098751708.847","699807402158.841","774886391989.122","862196507771.263","975276888996.235","1167654439151.86","1482695000407.87","1666550370161.38","1942735084028.77","2012264971437.25","2278872264015.25","2792685966533.72","3410454996487.88","3892399482971.35","3443856550274.95","3314524364602.28","3212766141506.68","3084700594948.57","3187922649270.12","4371479248784.94","5408631345725.57","6032857753691.16","6159693150019.95","7638459488355.37","7904393219732.97","8610884106095.05","7836567475982.66","8309312703697.46","9635272194126.41","9844454096607.76","9290133473951.08","9616863420821.72","9603170125928.36","8915877426662.03","9026190275324.19","9832173829885.05","11962188933643.5","13813050592956.1","14440861715509.9","15413556646318.3","17808017110300.6","19157103853323.6","17118299252566.8","17015366700189.5","18399561136302.6","17339358448931.6","18077360682642.7","18695044776585.2","16473793461225","16576327763543.2","17367374064759.7","18768076076357.3","",
"Fragile and conflict affected situations","FCS","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","219763500649","201682770770.107","193862577971.489","220187344051.085","256072181634.552","310999191842.707","367991930233.241","452554661496.344","585168514457.216","545976429364.53","650133065637.334","708205850044.1","820360653948.037","857109145944.978","860815983174.383","774984423795.163","758695015519.441","843758976856.79","841432963671.601","",
"Finland","FIN","GDP (current US$)","NY.GDP.MKTP.CD","5224102195.52771","5921659485.03284","6340580854.39073","6885920328.66187","7766655085.78588","8589340019.02985","9208524504.87684","9368954010.3132","8823033880.32993","10070766720.5011","11357517270.6682","12527405086.6724","14743185402.9252","19472363155.438","24848821332.9132","29472623727.1699","31849514232.9589","33499799173.6757","36256160722.0217","44465255380.8579","53645202422.6968","52448332874.07","52797582336.2526","50973526900.0854","52888800949.7428","55875863392.1719","73531550551.255","91594751792.2359","109058990760.483","119012054870.445","141438345513.917","127773856785.767","112532519246.084","89214114708.0254","103299943084.804","134189814814.815","132129174216.93","126912152101.707","134038718291.055","135218410398.466","125706651925.557","129421029082.774","139738377564.465","171274266365.688","197116960516.514","204809103345.355","216907539831.891","256052559540.104","284553976856.599","252496526813.004","249181190476.369","275243697751.011","258304834621.605","271285280621.373","274497230802.958","234585368746.272","240570297852.344","254435041879.238","276743120515.764","",
"Fiji","FJI","GDP (current US$)","NY.GDP.MKTP.CD","112328422.113084","116987784.913739","122906434.957814","129454728.623599","140032741.468329","147084750.031482","150603925.515853","162625885.863484","166952937.135005","182182067.703568","219878482.173564","247749327.721267","316650508.967523","425963359.355326","558589870.903674","684268280.812751","694552411.718837","719533137.126662","829239489.844119","1019743927.24662","1202567359.4132","1235899836.18067","1194015444.01544","1123107276.30285","1177997413.63384","1141210124.82663","1290228616.82408","1177908191.97685","1109976927.91722","1182686577.22645","1337024782.22702","1383843860.1247","1531803060.54558","1635426125.30808","1825285158.11762","1970347720.96992","2129266728.42585","2093994597.21549","1656784779.545","1942170999.18765","1684109743.49338","1660102345.60309","1842691481.09196","2315935752.71653","2727507212.92556","3006725014.78415","3102741451.01664","3405050611.68726","3523185919.55826","2870624635.68032","3140508835.9485","3774530615.65916","3972012570.53467","4190143206.25611","4856963229.83999","4682546863.08162","4930204219.71304","5353404418.66414","5536759658.87012","",
"France","FRA","GDP (current US$)","NY.GDP.MKTP.CD","62225478000.8822","67461644222.0352","75607529809.9288","84759195105.8693","94007851047.3678","101537248148.427","110045852177.928","118972977486.207","129785441507.456","141903068680.309","148456359985.827","165966615366.402","203494148244.473","264429876252.21","285552373158.756","360832186018.051","372319038514.067","410279486493.715","506707848837.209","613953129818.07","701288419745.421","615552202776.101","584877732308.614","559869179791.72","530683779929.445","553138414367.061","771470783218.108","934173305685.911","1018847043277.17","1025211803413.53","1269179616913.63","1269276828275.78","1401465923172.24","1322815612694","1393982750472.59","1601094756209.75","1605675086549.56","1452884917959.09","1503108739159.44","1492647560196.04","1362248940482.77","1376465324384.79","1494286655373.61","1840480812641.08","2115742488204.62","2196126103718.44","2318593651988.46","2657213249384.07","2918382891460.38","2690222283967.77","2642609548930.36","2861408170264.61","2683825225092.63","2811077725703.59","2852165760630.27","2438207896251.84","2471285607081.72","2586285406561.51","2777535239277.98","",
"Faroe Islands","FRO","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1107882640.8787","1120280381.86979","1058702725.4395","1147654635.45922","1262669892.4595","1494011567.01125","1688237552.36935","1727792692.89133","1984445416.02206","2290133548.87301","2432415998.11695","2268387770.71014","2320424601.26954","2490807830.57351","2366301251.61847","2627049837.08135","2850743875.2784","2518096285.61661","2689157270.82312","","","",
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","106500000","","","112210000","116700000","124700000","135200000","147200000","166200000","178100000","198400000","202500000","221575348.027093","218534683.23471","206626303.647324","218873091.437411","220140471.847169","233271799.45728","240970948.953606","242517241.237159","245432897.19701","240236020.570249","250281881.170157","253541864.150944","256787150.874101","263145104.610435","280284568.061757","296944122.022674","311301557.087302","327248654.764484","317214350.095235","319271156.353297","316489947.494367","332265162.497548","366666808.576418","401932279.019221","",
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD","141468977.570007","167637907.381696","182796536.499917","154480244.246828","215679855.272553","226474285.587116","245849781.715943","271543680.279265","294468564.534311","318124701.048993","323802475.481029","381687073.058602","430508357.724","722780701.123338","1544216003.98425","2157592936.60731","3009409970.90463","2809349074.17711","2389479269.18832","3030251116.35966","4279637933.85136","3862269126.92681","3618007844.44908","3391275731.31859","3561451562.23576","3339914759.37275","3403638193.57905","3281797038.66566","3834503378.35497","4186411457.45694","5952293765.84468","5402919956.93831","5592390848.52648","4378645081.01769","4190819314.02958","4958845906.34769","5694040336.82571","5326816858.99586","4483417119.83928","4662992036.2073","5067865320.7979","5018874179.18704","5310381151.35952","6497305662.09274","7756293574.98077","9578973591.00958","10318424464.3377","12438956756.4455","15508574820.3516","12065138272.7538","14358584300.3006","18186478119.9582","17171447372.3334","17590745162.1326","18179752009.7489","14377324797.637","14014369641.7689","14892609693.1667","16853589311.4139","",
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD","73233967692.1028","77741965703.3544","81247564156.8246","86561961812.3249","94407558351.1616","101824755078.991","108572752102.045","113116888210.787","107759910067.889","116464702803.218","130671946244.3","148113896325.14","169965034965.035","192537971582.558","206131369798.971","241756637168.142","232614555256.065","263066457352.172","335883029721.956","438994070309.191","564947710899.373","540765675241.158","515048916841.37","489618008185.539","461487097632.349","489285164271.047","601452653180.885","745162608269.325","910122732123.799","926884816753.927","1093169389204.55","1142797178130.51","1179659529659.53","1061388722255.55","1140489745944.29","1341584345905","1415358814352.57","1559078258022.27","1650172242464.39","1682399288141.08","1657816613708.58","1640246149417.01","1784473920863.31","2053018775510.2","2416931526913.22","2538680000000","2713749770009.2","3100882352941.18","2922667279411.76","2410909799034.12","2475244321361.11","2659310054646.23","2704887678386.72","2786022872706.81","3063803240208.01","2928591002002.51","2694283209613.29","2666229179958.01","2855296731521.96","",
"Georgia","GEO","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7753501867.76095","6357615894.03974","3690328963.64086","2701181331.30816","2513870586.73344","2693731865.97036","3094935186.76896","3510520231.21387","3613498174.54701","2800026339.12617","3057475288.78105","3219488663.77231","3395728013.84524","3991284895.37214","5125365191.98664","6410823633.25426","7745394293.41721","10172882370.5477","12795076469.0099","10766836276.5639","12243505582.6741","15107441446.7833","16488403076.3641","17189491403.1502","17627060089.4829","14953950557.4406","15141758566.7808","16242956764.2957","17599660629.0202","",
"Ghana","GHA","GDP (current US$)","NY.GDP.MKTP.CD","1217230038.26781","1302674264.19915","1382515590.06942","1540797516.79469","1731296118.87113","2053462872.38275","2126300573.17668","1747187539.20717","1666910166.289","1962051319.26134","2215029450.3805","2417107708.25317","2112292944.64142","2465492957.74648","2894409937.8882","2810106382.97872","2765254237.28814","3189428571.42857","3662478184.99127","4020227920.22792","4445228215.76763","4222441614.97432","4035994397.7591","4057275042.82903","4412279843.44423","4504342149.43471","5727602644.71472","5074829931.97279","5197840979.13416","5251764264.26802","5889174825.487","6596546195.65217","6413901601.83066","5966255778.12018","5444560669.45607","6465137614.6789","6934984709.48012","6891308593.75","7480968858.13149","7719354838.70968","4983024408.14828","5314909953.92992","6166330136.2948","7632406552.83803","8881368538.07671","10731634116.7384","20409668521.5494","24758819717.7074","28526891010.4925","25977847813.7422","32174772955.9748","39566292432.8615","41939728978.7281","63277216928.5093","53601126663.9079","49181854798.2552","55009730600.0307","58996776237.7603","65556464048.1539","",
"Gibraltar","GIB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","1922600899.38433","2041538057.02888","2384295763.72528","2432029380.43686","2666616176.91609","3014890569.04099","3284625277.16186","3279063317.63475","3383218922.79336","3693753379.05992","3869032270.91633","3783788551.0819","3588376057.01536","3461282293.64624","2995360969.16199","2833442750.43639","2949637039.04424","3446442218.89829","3666349049.42641","2937071767.25576","4220019242.74824","6281917655.90249","6964179193.84418","6716904568.76482","6853467857.61127","6785137172.77058","7638045254.42864","8376613843.27265","8778473614.54728","8794202443.67366","8603833218.24226","10324668266.5921","10907214993.5687","",
"Gambia, The","GMB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","44212353.6988296","46695363.1558873","41160658.5705371","45168722.6995632","52296836.749388","55728608.974983","59161544.9957528","75187969.924812","95797533.4619206","115182522.123894","112189468.481826","138094243.349324","171836793.402694","207114382.546071","241080708.89018","218764445.784343","216051495.959817","213446562.57106","177338801.93075","225724851.691107","185646209.386282","220626484.224811","266673126.229801","284119692.49433","317083373.524559","690314321.374999","714255460.503389","755042548.055824","746491692.583857","785996982.492168","848237108.56163","803630742.53446","840285264.631545","814723460.08372","782915402.421095","687408804.630527","578236035.104279","487038821.611959","961900106.892751","1027702254.38664","1054113426.70947","1279704744.82781","1561763437.0325","1450140385.97229","1543292392.54605","1409694553.90934","1415006238.09509","1375608956.10386","1229460601.92174","1378176868.31568","1467255923.49024","1504954957.89304","1632823198.95828","",
"Guinea-Bissau","GNB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","78733594.8411852","78540057.1372471","87702828.5651641","89374237.2881356","98775328.9473684","108985740.155434","112386489.005677","114971207.205384","122666858.789625","118537875.133044","110653830.722704","154731969.69697","165523634.503718","163577538.326314","138478900.628609","143856253.127248","130225018.751151","173836362.010677","164458120.314176","213143016.443316","243961995.509785","257150374.069711","226313443.749086","236880821.656388","235620043.500927","253966922.278198","270419779.418107","268550998.219197","206457544.497703","224446663.800548","370173838.651652","392278168.199897","415843481.998691","476388260.639232","531109356.165462","586795675.416201","591839470.665059","695990208.376629","864654795.287148","826798659.766283","849050127.504407","1098379391.95039","989327811.785114","1045790132.98518","1053512334.17271","1047808175.00057","1178204501.38801","1346841897.00437","1458156026.16376","",
"Equatorial Guinea","GNQ","GDP (current US$)","NY.GDP.MKTP.CD","","","9122751.45318345","10840095.1283649","12712471.3960211","64748333.3333333","69110000","72317446.9327193","67514285.7142857","67225714.2857143","66331428.5714286","64946954.756798","65429198.238708","81203226.9138345","94159862.7073691","104295643.388437","103653049.93797","103987520.075827","","","50642880.7737503","36731422.8456914","44294647.733479","44442456.94764","50320914.4065688","62118564.8495425","76407396.7552964","93345847.7270323","100534663.294927","88265974.5843603","112119406.548331","110906032.075075","134707184.355541","136047896.155778","100807001.813926","141853368.256815","232463036.435759","442337849.474377","370687618.717326","621117885.668503","1045998496.43872","1461139022.02954","1806742742.27311","2484745935.09329","4410764338.66733","8217369092.65224","10086528698.8604","13071718758.7373","19749893536.3204","15027795173.2187","16298542027.9965","21329395900.871","22389626329.3369","21942597765.3631","21736500712.9638","13180195435.1132","11233177619.4663","12289913729.3358","13432377049.5402","",
"Greece","GRC","GDP (current US$)","NY.GDP.MKTP.CD","4335186016.83942","4961400439.31722","5213047711.42704","5895278024.09202","6669673257.1183","7689154053.35866","8591517943.60129","9275600800.35644","10090675902.5364","11615657031.2387","13139862500","14591755681.8182","16885506818.1818","22347844649.0219","25351305681.8182","28525872476.0893","31152840485.0746","36176233117.4838","44270203153.9889","54481875804.9678","56829663469.2246","52346507380.0738","54617991326.5306","49428872678.0186","48020024788.3918","47820850974.5867","56379593719.5716","65652751132.3603","76261278404.9964","79169043642.4675","97891090928.6328","105143232379.884","116224673042.546","108809058858.502","116601802106.742","136878366230.328","145861612825.595","143157600024.959","144428172835.236","142540728958.023","130133845771.144","136191353467.562","153830947016.751","201924270316.027","240521260988.329","247783001865.44","273317737046.795","318497936901.177","354460802548.704","330000252153.376","299361576558.217","287797822093.178","245670666639.047","239862011450.103","237029579260.722","196591353761.226","195222443512.937","203085551429.132","218031844583.994","",
"Grenada","GRD","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","71494495.1851852","88322386.2962963","102244362.222222","110900457.037037","115651918.888889","125435590","131803552.222222","145533310.740741","167728455.185185","187589522.592593","215009569.62963","236357523.703704","267327642.222222","278098762.962963","300757888.888889","310160444.444444","309812185.185185","325111814.814815","342172518.518519","366911444.444444","392190592.592593","445903592.592593","482009370.37037","520044370.37037","520444185.185185","540336925.925926","591018407.407407","599118592.592593","695370296.296296","698700666.666667","758683592.592593","825976037.037037","771275555.555555","771013259.259259","778655925.925926","799882259.259259","842620111.111111","911497407.407407","997007925.925926","1061631222.22222","1126882296.2963","1185925925.92593","",
"Greenland","GRL","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","69520026.6666667","88570952.8688524","106101175.65798","140153748.243656","169918948.629182","211194305.702999","240780413.56493","282269373.001066","355989047.256374","420642463.409998","476055288.418886","435746974.759244","402405069.367769","416183706.943685","379371608.442925","412876071.118493","603015696.452849","787392365.831908","898611007.947709","929796722.387896","1018970364.86443","1016493394.8253","1037921836.9477","927219728.866886","1005879948.43254","1208946165.92889","1197509786.67632","1072147778.03013","1149862702.96084","1131561595.13775","1068030829.75591","1086172922.57413","1169138789.31435","1558753434.43083","1822486688.58807","1849805732.96203","2013099482.07439","2249811708.94796","2499107510.64122","2529948329.57153","2503156060.52524","2684467375.71479","2609667673.71601","2684952726.88425","2842048997.77283","2499115623.00272","2707146783.13056","","","",
"Guatemala","GTM","GDP (current US$)","NY.GDP.MKTP.CD","1043599900","1076699900","1143600000","1262800000","1299099900","1331399900","1390700000","1453500000","1610500000","1715399900","1904000000","1984800000","2101300000","2569200100","3161499900","3645900000","4365300200","5480500200","6070600200","6902600200","7878700000","8607500300","8716999700","9050000400","9470000100","9721652086.95652","7231963515.98173","7084399840","7841602824.42748","8410724360.79546","7650125217.35253","9406097735.09117","10440842165.3193","11399942453.0646","12983235568.2292","14655404433.2771","15674835615.3139","17790026221.6139","19395491992.9939","18318412251.3642","19288827158.9035","18702802522.0777","20776403774.1156","21917430694.2538","23965275794.3749","27211377107.3763","30231249625.1282","34113107372.317","39136436613.7566","37733609794.6481","41338008612.7727","47654783851.8252","50388460924.7345","53851153446.6959","58722323918.1604","63767597193.9175","68663649521.7042","75620081928.17","78460447919.9915","",
"Guam","GUM","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3385000000","3560000000","3857000000","4197000000","4213000000","4375000000","4621000000","4781000000","4895000000","4928000000","5199000000","5336000000","5538000000","5710000000","5795000000","5851000000","5920000000","",
"Guyana","GUY","GDP (current US$)","NY.GDP.MKTP.CD","170215248.206265","185848451.262906","194948375.430205","175756868.692761","194773376.888526","213235294.117647","228705882.352941","250176470.588235","229750000","249300000","267800000","282050000","285380952.380952","307047619.047619","433954545.454545","494791666.666667","454440000","449880000","507080000","530440000","603200000","570357107.142857","482000000","489333333.333333","437631605.263158","453488372.093023","504651139.534884","354591846.938775","413799990","379779389.705882","396582263.291139","348533094.812165","373573141.486811","454101382.488479","540874934.201012","621626785.915493","705406001.424501","749138009.564539","717530683.169567","694754988.258295","712667896.727512","712167575.624277","726131434.715338","743064076.794566","787814379.183843","824880550.343965","1458453715.32702","1740180444.25731","1916994911.93238","2061323853.88576","2273225041.96217","2576024115.57832","2861562265.88301","2987684170.24434","3077643313.70623","3197220338.98305","3504024213.07506","3555205811.13802","3878662620.77146","",
"High income","HIC","GDP (current US$)","NY.GDP.MKTP.CD","1061959044408.85","1124132120743.06","1213473242389.73","1307209354398.41","1426841705399.03","1549490252088.59","1699800171038.77","1823738948924.14","1977708080138.46","2175884749471.25","2380593810305.04","2644717435856.47","3070797393350.45","3721164724954.03","4200439801437.73","4685672468849.97","5101468241926.28","5772993342874.48","6928033269969.19","8009017385028.15","8939723133026.58","9076744999854.46","8994822092282.28","9289744240506.49","9687077828514.01","10168377070825.7","12346521319864.8","14310216428019.5","16117808926182.9","16862794826609.1","18954344003634.1","20039619357248.9","21560933214384.6","21725760182991.6","23288758049025.3","25848615078492.9","26075938769767.5","25645087960308.6","25748335656716.6","27045047676750.4","27591522188335.7","27330271389370.9","28482010271244.6","31926202717146.7","35535818793849.6","37581225815174.6","39693343014988.2","43405504709934.4","46137530408017.7","43275597930406.3","45356652360747.1","48961748189916.8","49016640630315.6","49610386296931.1","50691442086535.8","47886779379791.9","48882853027998.3","51038416481422.5","54205741387665","",
"Hong Kong SAR, China","HKG","GDP (current US$)","NY.GDP.MKTP.CD","1320796651.69457","1383681651.13776","1612346412.26475","1935298266.45384","2206466461.26434","2435078534.03141","2489845016.64894","2692474989.12571","2716964388.42418","3189740055.13982","3800766535.62088","4476001946.01486","5710107420.14394","8030117555.62033","9388663645.7588","10048022369.9141","12876366008.8077","15719433719.4337","18315007365.9713","22526035940.5921","28861759209.0191","31055409443.043","32291306281.8168","29907091339.5364","33511383985.6741","35699543050.7778","41075570591.9291","50622571586.1149","59707404560.5944","68790369107.2962","76928290841.8701","88959620135.8864","104272278634.731","120353947980.764","135812069768.646","144652912433.103","159717233621.659","177352785419.977","168886163221.567","165768095391.557","171668164082.555","169403241524.337","166349228737.386","161384522525.299","169099768875.193","181570082162.19","193536265094.364","211597405593.868","219279678430.164","214046415026.187","228637697575.04","248513617677.287","262629441493.476","275696879834.966","291459356985.337","309383627028.561","320860698504.309","341687111841.092","362682018243.286","",
"Honduras","HND","GDP (current US$)","NY.GDP.MKTP.CD","335650000","356200000","387750000","410200000","457000000","508650000","549950000","598100000","646800000","668000050","723000000","731000000","802999950","912499950","1034500000","1124000000","1347999950","1669499950","3097242093.22441","3544281976.29198","3968160045.98684","4043894878.58005","4266503525.61051","4476697184.85981","4915311846.48827","5278120712.5459","5677828958.90605","6190521241.46495","5902717091.54747","5432344901.77821","4923009551.51561","4648668478.56753","4943700431.07368","4926728932.95069","4642280682.14252","5347445005.21376","5215028986.48649","5737099650.19011","6366340265.87888","6414520529.61673","7103507989.05044","7565869927.73763","7775078402.92785","8140271080.5604","8772146604.82093","9672035709.39793","10841742347.7968","12275501784.2971","13789715132.502","14587496229.1811","15839344591.9842","17710315005.9999","18528601901.324","18499710127.8385","19756494434.7031","20979767785.2104","21717622071.3816","23100748921.7485","23969890430.7882","",
"Heavily indebted poor countries (HIPC)","HPC","GDP (current US$)","NY.GDP.MKTP.CD","17337743882.2725","17802236533.0763","19378081552.7169","23390430068.5224","20868468706.0681","24367624505.5133","26542335973.6091","25986698262.8304","27504892113.1021","30634566340.2903","32056436701.9953","34542589808.0392","37492327713.1371","45268278101.9896","55496972443.2522","63147880430.0996","67375002660.5999","78973148703.2477","91015341878.8895","101927329090.651","107304848686.15","107154029392.182","107040476893.286","101405077073.108","101511136467.175","105684536282.164","121328691454.049","136861670421.16","137147522151.278","132327060247.859","135463874797.547","139107328919.365","127011260694.382","131102418548.829","115921629444.284","132036961254.352","137978692785.654","144545669088.52","151913492365.87","151600183815.195","162903185152.443","155233307328.685","167013177721.864","190270759145.747","219236646563.759","249283797303.679","296815522362.543","355900485443.965","429550515155.914","431709289614.094","477008957175.009","533467011521.755","573628497336.608","639261989848.526","675761726008.136","663496068911.132","679870183467.598","755220843265.125","729217800806.705","",
"Croatia","HRV","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22417450485.5854","23710279341.9455","23854803103.5938","25467053258.5294","23400480897.6757","21669159307.5371","23179799796.1997","26815719603.1353","34686547352.7218","41594418573.8197","45386757883.4129","50454899071.2499","60182977533.3271","70288911412.9333","62666161453.4983","59807966533.2848","62354235670.5777","56494436182.7599","58056951042.0866","57642879510.1075","49530656285.0852","51596929180.1352","55319620157.6135","60971699315.1776","",
"Haiti","HTI","GDP (current US$)","NY.GDP.MKTP.CD","273187200","271066000","281896800","294883400","325281200","353251800","368948600","369124200","367968800","391820400","331200000","362800000","372000000","466800000","565400000","681400000","879000000","947000000","974200000","1080600000","1383800000","1479400000","1474200000","1623600000","1816200000","2009400000","2318000000","2047200000","2613926800","2736243800","3096289800","3473540601.82161","2257121668.19352","1878248741.04949","2167564194.7342","2813313278.81082","2907514522.92503","3338938830.01743","3723909226.86781","4153736347.44223","3953846310.66081","3596443004.56165","3472191962.42287","2960306120.93557","3537720277.49988","4310358095.62898","4756204069.61876","5885325589.97642","6548530572.35291","6584649419.28348","6622541528.56888","7516834160.25277","7890647021.75659","8485077205.26002","8775444941.93681","8724656126.49849","7970649131.23416","8409497402.4589","9658721168.86849","",
"Hungary","HUN","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34753569690.2388","38730585920.9529","40124916944.9454","43166678731.4132","46425677734.1435","46658755151.6017","47296952928.7561","48706787306.2574","49073380173.7159","47218405892.4258","53749989092.0197","67608919144.3684","85302003908.042","103960017914.058","112980947728.383","115577256523.599","139966001509.592","158136326477.965","130760312876.683","131135561228.374","141109576981.423","128153691809.347","135409048034.154","140558786480.464","124529741437.176","127507473625.632","141510583019.556","157882912778.254","",
