Country or area;Currency;Year;Gross National Income
Djibouti;Djibouti Franc;1979;40692914381
Djibouti;Djibouti Franc;1980;47880000000
Djibouti;Djibouti Franc;1981;51731000000
Djibouti;Djibouti Franc;1982;54331000000
Djibouti;Djibouti Franc;1983;54092000000
Djibouti;Djibouti Franc;1984;53589000000
Djibouti;Djibouti Franc;1985;66510690724
Djibouti;Djibouti Franc;1986;71440073477
Djibouti;Djibouti Franc;1987;73467059549
Djibouti;Djibouti Franc;1988;77894002971
Djibouti;Djibouti Franc;1989;79279217093
Djibouti;Djibouti Franc;1990;82347600000
Djibouti;Djibouti Franc;1991;84499400000
Djibouti;Djibouti Franc;1992;86258300000
Djibouti;Djibouti Franc;1993;86919800000
Djibouti;Djibouti Franc;1994;90668800000
Djibouti;Djibouti Franc;1995;90833100000
Djibouti;Djibouti Franc;1996;88194300000
Djibouti;Djibouti Franc;1997;87222600000
Djibouti;Djibouti Franc;1998;88399700000
Djibouti;Djibouti Franc;1999;97473201628
Djibouti;Djibouti Franc;2000;1.01625E+11
Djibouti;Djibouti Franc;2001;1.04874E+11
Djibouti;Djibouti Franc;2002;1.08695E+11
Djibouti;Djibouti Franc;2003;1.20674E+11
Djibouti;Djibouti Franc;2004;1.29954E+11
Djibouti;Djibouti Franc;2005;1.3788E+11
Djibouti;Djibouti Franc;2006;1.51705E+11
Djibouti;Djibouti Franc;2007;1.66332E+11
Djibouti;Djibouti Franc;2008;1.89384E+11
Djibouti;Djibouti Franc;2009;1.92259E+11
Djibouti;Djibouti Franc;2010;2.02455E+11
Djibouti;Djibouti Franc;2011;2.19209E+11
Djibouti;Djibouti Franc;2012;2.38152E+11
Djibouti;Djibouti Franc;2013;2.64263E+11
Djibouti;Djibouti Franc;2014;3.01516E+11
Dominica;East Caribbean Dollar;1970;44999957
Dominica;East Caribbean Dollar;1971;51981000
Dominica;East Caribbean Dollar;1972;51028548
Dominica;East Caribbean Dollar;1973;62671000
Dominica;East Caribbean Dollar;1974;73241988
Dominica;East Caribbean Dollar;1975;81640583
Dominica;East Caribbean Dollar;1976;96083234
Dominica;East Caribbean Dollar;1977;110337903
Dominica;East Caribbean Dollar;1978;136372437
Dominica;East Caribbean Dollar;1979;134025061
Dominica;East Caribbean Dollar;1980;180130221
Dominica;East Caribbean Dollar;1981;202626843
Dominica;East Caribbean Dollar;1982;219103401
Dominica;East Caribbean Dollar;1983;243587993
Dominica;East Caribbean Dollar;1984;269431592
Dominica;East Caribbean Dollar;1985;295140413
Dominica;East Caribbean Dollar;1986;333012910
Dominica;East Caribbean Dollar;1987;374311003
Dominica;East Caribbean Dollar;1988;439869059
Dominica;East Caribbean Dollar;1989;479729525
Dominica;East Caribbean Dollar;1990;512615252
Dominica;East Caribbean Dollar;1991;543367000
Dominica;East Caribbean Dollar;1992;590043052
Dominica;East Caribbean Dollar;1993;620915193
Dominica;East Caribbean Dollar;1994;657086356
Dominica;East Caribbean Dollar;1995;671102632
Dominica;East Caribbean Dollar;1996;703907191
Dominica;East Caribbean Dollar;1997;738522236
Dominica;East Caribbean Dollar;1998;790618659
Dominica;East Caribbean Dollar;1999;783820345
Dominica;East Caribbean Dollar;2000;761519000
Dominica;East Caribbean Dollar;2001;818028000
Dominica;East Caribbean Dollar;2002;798309000
Dominica;East Caribbean Dollar;2003;837643000
Dominica;East Caribbean Dollar;2004;884381000
Dominica;East Caribbean Dollar;2005;883484000
Dominica;East Caribbean Dollar;2006;991696000
Dominica;East Caribbean Dollar;2007;1061300000
Dominica;East Caribbean Dollar;2008;1171330000
Dominica;East Caribbean Dollar;2009;1265671000
Dominica;East Caribbean Dollar;2010;1257405000
Dominica;East Caribbean Dollar;2011;1298067000
Dominica;East Caribbean Dollar;2012;1288335000
Dominica;East Caribbean Dollar;2013;1373867656
Dominica;East Caribbean Dollar;2014;1358548842
Dominican Republic;Dominican Peso;1970;1826514544
Dominican Republic;Dominican Peso;1971;2049385358
Dominican Republic;Dominican Peso;1972;2428303283
Dominican Republic;Dominican Peso;1973;2838130300
Dominican Republic;Dominican Peso;1974;3548663979
Dominican Republic;Dominican Peso;1975;4362686801
Dominican Republic;Dominican Peso;1976;4789908002
Dominican Republic;Dominican Peso;1977;5585785811
Dominican Republic;Dominican Peso;1978;5754722138
Dominican Republic;Dominican Peso;1979;6646205394
Dominican Republic;Dominican Peso;1980;8032859797
Dominican Republic;Dominican Peso;1981;8747523031
Dominican Republic;Dominican Peso;1982;9647765949
Dominican Republic;Dominican Peso;1983;10419241844
Dominican Republic;Dominican Peso;1984;12124622784
Dominican Republic;Dominican Peso;1985;16601310321
Dominican Republic;Dominican Peso;1986;18403297813
Dominican Republic;Dominican Peso;1987;22479919099
Dominican Republic;Dominican Peso;1988;33103636468
Dominican Republic;Dominican Peso;1989;51412955627
Dominican Republic;Dominican Peso;1990;79536349164
Dominican Republic;Dominican Peso;1991;1.21841E+11
Dominican Republic;Dominican Peso;1992;1.44388E+11
Dominican Republic;Dominican Peso;1993;1.62167E+11
Dominican Republic;Dominican Peso;1994;1.81832E+11
Dominican Republic;Dominican Peso;1995;2.12599E+11
Dominican Republic;Dominican Peso;1996;2.39467E+11
Dominican Republic;Dominican Peso;1997;2.80854E+11
Dominican Republic;Dominican Peso;1998;3.18096E+11
Dominican Republic;Dominican Peso;1999;3.5022E+11
Dominican Republic;Dominican Peso;2000;3.96242E+11
Dominican Republic;Dominican Peso;2001;4.23814E+11
Dominican Republic;Dominican Peso;2002;4.73126E+11
Dominican Republic;Dominican Peso;2003;6.16051E+11
Dominican Republic;Dominican Peso;2004;8.89874E+11
Dominican Republic;Dominican Peso;2005;1.02714E+12
Dominican Republic;Dominican Peso;2006;1.20381E+12
Dominican Republic;Dominican Peso;2007;1.38317E+12
Dominican Republic;Dominican Peso;2008;1.5968E+12
Dominican Republic;Dominican Peso;2009;1.66732E+12
Dominican Republic;Dominican Peso;2010;1.91592E+12
Dominican Republic;Dominican Peso;2011;2.1382E+12
Dominican Republic;Dominican Peso;2012;2.28962E+12
Dominican Republic;Dominican Peso;2013;2.44114E+12
Dominican Republic;Dominican Peso;2014;2.65833E+12
Ecuador;US Dollar;1970;2137106410
Ecuador;US Dollar;1971;2036835458
Ecuador;US Dollar;1972;2352035837
Ecuador;US Dollar;1973;3055143942
Ecuador;US Dollar;1974;4534179182
Ecuador;US Dollar;1975;5480287847
Ecuador;US Dollar;1976;6707824014
Ecuador;US Dollar;1977;8428144633
Ecuador;US Dollar;1978;9673588877
Ecuador;US Dollar;1979;11661801824
Ecuador;US Dollar;1980;14513871225
Ecuador;US Dollar;1981;17198000351
Ecuador;US Dollar;1982;16680319150
Ecuador;US Dollar;1983;15295939162
Ecuador;US Dollar;1984;15401677723
Ecuador;US Dollar;1985;19238345531
Ecuador;US Dollar;1986;13478738465
Ecuador;US Dollar;1987;12767168511
Ecuador;US Dollar;1988;12137827163
Ecuador;US Dollar;1989;11834475160
Ecuador;US Dollar;1990;12841048035
Ecuador;US Dollar;1991;14379214051
Ecuador;US Dollar;1992;15681501322
Ecuador;US Dollar;1993;17871674979
Ecuador;US Dollar;1994;19947141514
Ecuador;US Dollar;1995;21704313563
Ecuador;US Dollar;1996;22814975694
Ecuador;US Dollar;1997;25478806770
Ecuador;US Dollar;1998;24888154947
Ecuador;US Dollar;1999;17567937548
Ecuador;US Dollar;2000;16760321476
Ecuador;US Dollar;2001;22379217034
Ecuador;US Dollar;2002;26385293240
Ecuador;US Dollar;2003;30294341605
Ecuador;US Dollar;2004;34645939610
Ecuador;US Dollar;2005;39443959443
Ecuador;US Dollar;2006;44801739241
Ecuador;US Dollar;2007;48973356000
Ecuador;US Dollar;2008;60290373000
Ecuador;US Dollar;2009;61241510000
Ecuador;US Dollar;2010;68569173000
Ecuador;US Dollar;2011;78067843000
Ecuador;US Dollar;2012;86376704065
Ecuador;US Dollar;2013;93137931743
Ecuador;US Dollar;2014;99028116991
Egypt;Egyptian Pound;1970;3510835559
Egypt;Egyptian Pound;1971;3681931440
Egypt;Egyptian Pound;1972;3939135035
Egypt;Egyptian Pound;1973;3800537700
Egypt;Egyptian Pound;1974;4398706373
Egypt;Egyptian Pound;1975;4902057046
Egypt;Egyptian Pound;1976;5841525842
Egypt;Egyptian Pound;1977;7636366906
Egypt;Egyptian Pound;1978;9652785013
Egypt;Egyptian Pound;1979;12036525144
Egypt;Egyptian Pound;1980;15539318692
Egypt;Egyptian Pound;1981;19981357672
Egypt;Egyptian Pound;1982;21009502030
Egypt;Egyptian Pound;1983;26861893973
Egypt;Egyptian Pound;1984;32547326449
Egypt;Egyptian Pound;1985;37024140592
Egypt;Egyptian Pound;1986;40743931690
Egypt;Egyptian Pound;1987;57266933350
Egypt;Egyptian Pound;1988;67841862448
Egypt;Egyptian Pound;1989;79140961629
Egypt;Egyptian Pound;1990;95480098949
Egypt;Egyptian Pound;1991;1.21803E+11
Egypt;Egyptian Pound;1992;1.50918E+11
Egypt;Egyptian Pound;1993;1.6762E+11
Egypt;Egyptian Pound;1994;1.90905E+11
Egypt;Egyptian Pound;1995;2.23587E+11
Egypt;Egyptian Pound;1996;2.51061E+11
Egypt;Egyptian Pound;1997;2.77064E+11
Egypt;Egyptian Pound;1998;2.96738E+11
Egypt;Egyptian Pound;1999;3.1346E+11
Egypt;Egyptian Pound;2000;3.31803E+11
Egypt;Egyptian Pound;2001;3.59849E+11
Egypt;Egyptian Pound;2002;3.85691E+11
Egypt;Egyptian Pound;2003;4.30569E+11
Egypt;Egyptian Pound;2004;4.86932E+11
Egypt;Egyptian Pound;2005;5.40021E+11
Egypt;Egyptian Pound;2006;6.1494E+11
Egypt;Egyptian Pound;2007;7.58756E+11
Egypt;Egyptian Pound;2008;9.11205E+11
Egypt;Egyptian Pound;2009;1.05438E+12
Egypt;Egyptian Pound;2010;1.20026E+12
Egypt;Egyptian Pound;2011;1.35071E+12
Egypt;Egyptian Pound;2012;1.55981E+12
Egypt;Egyptian Pound;2013;1.73584E+12
Egypt;Egyptian Pound;2014;1.97771E+12
El Salvador;US Dollar;1970;335522159
El Salvador;US Dollar;1971;352495633
El Salvador;US Dollar;1972;375653241
El Salvador;US Dollar;1973;433415683
El Salvador;US Dollar;1974;511835764
El Salvador;US Dollar;1975;579992815
El Salvador;US Dollar;1976;748543358
El Salvador;US Dollar;1977;933541066
El Salvador;US Dollar;1978;994987673
El Salvador;US Dollar;1979;1124591331
El Salvador;US Dollar;1980;1156433041
El Salvador;US Dollar;1981;1118275619
El Salvador;US Dollar;1982;1149591021
El Salvador;US Dollar;1983;1287089317
El Salvador;US Dollar;1984;1488665768
El Salvador;US Dollar;1985;1839187741
El Salvador;US Dollar;1986;2538258027
El Salvador;US Dollar;1987;2975752607
El Salvador;US Dollar;1988;3533772010
El Salvador;US Dollar;1989;4171395689
El Salvador;US Dollar;1990;4673100000
El Salvador;US Dollar;1991;5168200000
El Salvador;US Dollar;1992;5847000000
El Salvador;US Dollar;1993;6825500000
El Salvador;US Dollar;1994;7993600000
El Salvador;US Dollar;1995;9404600000
El Salvador;US Dollar;1996;10194200000
El Salvador;US Dollar;1997;10971300000
El Salvador;US Dollar;1998;11845400000
El Salvador;US Dollar;1999;12182500000
El Salvador;US Dollar;2000;12881100000
El Salvador;US Dollar;2001;13547000000
El Salvador;US Dollar;2002;13983312000
El Salvador;US Dollar;2003;14623586000
El Salvador;US Dollar;2004;15340386860
El Salvador;US Dollar;2005;16603474094
El Salvador;US Dollar;2006;18113205309
El Salvador;US Dollar;2007;19648568612
El Salvador;US Dollar;2008;21041951772
El Salvador;US Dollar;2009;20105002201
El Salvador;US Dollar;2010;20880144309
El Salvador;US Dollar;2011;22520866276
El Salvador;US Dollar;2012;22952784336
El Salvador;US Dollar;2013;23353908373
El Salvador;US Dollar;2014;24119833773
Equatorial Guinea;CFA Franc BEAC;1970;5647359896
Equatorial Guinea;CFA Franc BEAC;1971;5479518569
Equatorial Guinea;CFA Franc BEAC;1972;5060578895
Equatorial Guinea;CFA Franc BEAC;1973;5722773864
Equatorial Guinea;CFA Franc BEAC;1974;6579476538
Equatorial Guinea;CFA Franc BEAC;1975;7252289793
Equatorial Guinea;CFA Franc BEAC;1976;8399788727
Equatorial Guinea;CFA Franc BEAC;1977;9567800260
Equatorial Guinea;CFA Franc BEAC;1978;9951798589
Equatorial Guinea;CFA Franc BEAC;1979;10608132772
Equatorial Guinea;CFA Franc BEAC;1980;11408434789
Equatorial Guinea;CFA Franc BEAC;1981;13809430925
Equatorial Guinea;CFA Franc BEAC;1982;19817834215
Equatorial Guinea;CFA Franc BEAC;1983;25959919489
Equatorial Guinea;CFA Franc BEAC;1984;29890001894
Equatorial Guinea;CFA Franc BEAC;1985;33613929724
Equatorial Guinea;CFA Franc BEAC;1986;31993095111
Equatorial Guinea;CFA Franc BEAC;1987;34212395538
Equatorial Guinea;CFA Franc BEAC;1988;35527545889
Equatorial Guinea;CFA Franc BEAC;1989;33064042776
Equatorial Guinea;CFA Franc BEAC;1990;38692504761
Equatorial Guinea;CFA Franc BEAC;1991;40635426276
Equatorial Guinea;CFA Franc BEAC;1992;40704684314
Equatorial Guinea;CFA Franc BEAC;1993;45136369368
Equatorial Guinea;CFA Franc BEAC;1994;61166084333
Equatorial Guinea;CFA Franc BEAC;1995;77465403998
Equatorial Guinea;CFA Franc BEAC;1996;1.23451E+11
Equatorial Guinea;CFA Franc BEAC;1997;2.58509E+11
Equatorial Guinea;CFA Franc BEAC;1998;2.32129E+11
Equatorial Guinea;CFA Franc BEAC;1999;4.42013E+11
Equatorial Guinea;CFA Franc BEAC;2000;5.74669E+11
Equatorial Guinea;CFA Franc BEAC;2001;6.21543E+11
Equatorial Guinea;CFA Franc BEAC;2002;7.8676E+11
Equatorial Guinea;CFA Franc BEAC;2003;7.54437E+11
Equatorial Guinea;CFA Franc BEAC;2004;1.1125E+12
Equatorial Guinea;CFA Franc BEAC;2005;1.93006E+12
Equatorial Guinea;CFA Franc BEAC;2006;1.94628E+12
Equatorial Guinea;CFA Franc BEAC;2007;2.19614E+12
Equatorial Guinea;CFA Franc BEAC;2008;3.44757E+12
Equatorial Guinea;CFA Franc BEAC;2009;3.63392E+12
Equatorial Guinea;CFA Franc BEAC;2010;5.51274E+12
Equatorial Guinea;CFA Franc BEAC;2011;6.67252E+12
Equatorial Guinea;CFA Franc BEAC;2012;6.72715E+12
Equatorial Guinea;CFA Franc BEAC;2013;5.81496E+12
Equatorial Guinea;CFA Franc BEAC;2014;5.76357E+12
Eritrea;Nakfa;1990;1521944180
Eritrea;Nakfa;1991;1837358471
Eritrea;Nakfa;1992;2191000000
Eritrea;Nakfa;1993;2527755256
Eritrea;Nakfa;1994;3451712462
Eritrea;Nakfa;1995;3994880632
Eritrea;Nakfa;1996;4705628705
Eritrea;Nakfa;1997;5322468572
Eritrea;Nakfa;1998;5992502469
Eritrea;Nakfa;1999;6528028085
Eritrea;Nakfa;2000;6803397274
Eritrea;Nakfa;2001;8482247545
Eritrea;Nakfa;2002;10094830568
Eritrea;Nakfa;2003;11943086734
Eritrea;Nakfa;2004;15080211216
Eritrea;Nakfa;2005;16735699544
Eritrea;Nakfa;2006;18487813897
Eritrea;Nakfa;2007;20152731405
Eritrea;Nakfa;2008;21039683342
Eritrea;Nakfa;2009;28298204140
Eritrea;Nakfa;2010;32247702426
Eritrea;Nakfa;2011;39732840199
Eritrea;Nakfa;2012;47108357550
Eritrea;Nakfa;2013;52472881902
Eritrea;Nakfa;2014;58775948021
Estonia;Euro;1990;51001496
Estonia;Euro;1991;112574588
Estonia;Euro;1992;898384538
Estonia;Euro;1993;1454444605
Estonia;Euro;1994;2001965877
Estonia;Euro;1995;2778339500
Estonia;Euro;1996;3644264400
Estonia;Euro;1997;4358761300
Estonia;Euro;1998;4969981200
Estonia;Euro;1999;5276155700
Estonia;Euro;2000;5939119600
Estonia;Euro;2001;6657319600
Estonia;Euro;2002;7423667000
Estonia;Euro;2003;8247631400
Estonia;Euro;2004;9230653300
Estonia;Euro;2005;10823423600
Estonia;Euro;2006;12844407100
Estonia;Euro;2007;15157787800
Estonia;Euro;2008;15623681000
Estonia;Euro;2009;13714188900
Estonia;Euro;2010;13953397300
Estonia;Euro;2011;15836009100
Estonia;Euro;2012;17301656500
Estonia;Euro;2013;18629573600
Estonia;Euro;2014;19503813700
Ethiopia;Ethiopian Birr;1990;23119748518
Ethiopia;Ethiopian Birr;1991;26383816302
Ethiopia;Ethiopian Birr;1992;28544287582
Ethiopia;Ethiopian Birr;1993;36498612807
Ethiopia;Ethiopian Birr;1994;38592227986
Ethiopia;Ethiopian Birr;1995;46399768894
Ethiopia;Ethiopian Birr;1996;52153021742
Ethiopia;Ethiopian Birr;1997;57109208054
Ethiopia;Ethiopian Birr;1998;54913616329
Ethiopia;Ethiopian Birr;1999;58133078453
Ethiopia;Ethiopian Birr;2000;65782287570
Ethiopia;Ethiopian Birr;2001;67070331627
Ethiopia;Ethiopian Birr;2002;65686105819
Ethiopia;Ethiopian Birr;2003;72471942812
Ethiopia;Ethiopian Birr;2004;85465560438
Ethiopia;Ethiopian Birr;2005;1.05522E+11
Ethiopia;Ethiopian Birr;2006;1.30324E+11
Ethiopia;Ethiopian Birr;2007;1.70544E+11
Ethiopia;Ethiopian Birr;2008;2.46152E+11
Ethiopia;Ethiopian Birr;2009;3.31731E+11
Ethiopia;Ethiopian Birr;2010;3.78422E+11
Ethiopia;Ethiopian Birr;2011;5.04959E+11
Ethiopia;Ethiopian Birr;2012;7.34953E+11
Ethiopia;Ethiopian Birr;2013;8.6273E+11
Ethiopia;Ethiopian Birr;2014;1.04448E+12
Fiji;Fiji Dollar;1970;179671879
Fiji;Fiji Dollar;1971;197248475
Fiji;Fiji Dollar;1972;246072355
Fiji;Fiji Dollar;1973;325721126
Fiji;Fiji Dollar;1974;437483558
Fiji;Fiji Dollar;1975;536193224
Fiji;Fiji Dollar;1976;598597017
Fiji;Fiji Dollar;1977;635922806
Fiji;Fiji Dollar;1978;681904917
Fiji;Fiji Dollar;1979;819851249
Fiji;Fiji Dollar;1980;948014153
Fiji;Fiji Dollar;1981;1024324890
Fiji;Fiji Dollar;1982;1055631859
Fiji;Fiji Dollar;1983;1089873856
Fiji;Fiji Dollar;1984;1218036760
Fiji;Fiji Dollar;1985;1252278757
Fiji;Fiji Dollar;1986;1396095146
Fiji;Fiji Dollar;1987;1386311718
Fiji;Fiji Dollar;1988;1518387993
Fiji;Fiji Dollar;1989;1785475572
Fiji;Fiji Dollar;1990;1966468986
Fiji;Fiji Dollar;1991;2100501947
Fiji;Fiji Dollar;1992;2286387075
Fiji;Fiji Dollar;1993;2471293860
Fiji;Fiji Dollar;1994;2581178702
Fiji;Fiji Dollar;1995;2752899108
Fiji;Fiji Dollar;1996;2989192065
Fiji;Fiji Dollar;1997;3128378356
Fiji;Fiji Dollar;1998;3349576826
Fiji;Fiji Dollar;1999;3893093065
Fiji;Fiji Dollar;2000;3815462936
Fiji;Fiji Dollar;2001;4205614903
Fiji;Fiji Dollar;2002;4457675826
Fiji;Fiji Dollar;2003;4909658032
Fiji;Fiji Dollar;2004;5409355908
Fiji;Fiji Dollar;2005;5152871016
Fiji;Fiji Dollar;2006;5362003831
Fiji;Fiji Dollar;2007;5519306601
Fiji;Fiji Dollar;2008;5779123922
Fiji;Fiji Dollar;2009;5811212914
Fiji;Fiji Dollar;2010;6102084098
Fiji;Fiji Dollar;2011;6556711559
Fiji;Fiji Dollar;2012;6856029738
Fiji;Fiji Dollar;2013;7565605276
Fiji;Fiji Dollar;2014;8466313976
Finland;Euro;1970;8101703400
Finland;Euro;1971;8899028400
Finland;Euro;1972;10366624300
Finland;Euro;1973;12613869600
Finland;Euro;1974;15895222200
Finland;Euro;1975;18325698300
Finland;Euro;1976;20782654300
Finland;Euro;1977;22720404500
Finland;Euro;1978;25137183800
Finland;Euro;1979;29225929500
Finland;Euro;1980;33763829400
Finland;Euro;1981;37963833400
Finland;Euro;1982;42597539100
Finland;Euro;1983;47436248700
Finland;Euro;1984;53134120300
Finland;Euro;1985;57955316900
Finland;Euro;1986;62545755500
Finland;Euro;1987;67490572600
Finland;Euro;1988;76601398100
Finland;Euro;1989;84780949800
Finland;Euro;1990;89400233100
Finland;Euro;1991;84519286600
Finland;Euro;1992;81365935500
Finland;Euro;1993;81706921800
Finland;Euro;1994;87157552500
Finland;Euro;1995;95675000000
Finland;Euro;1996;99757000000
Finland;Euro;1997;1.09081E+11
Finland;Euro;1998;1.1806E+11
Finland;Euro;1999;1.25652E+11
Finland;Euro;2000;1.35412E+11
Finland;Euro;2001;1.44379E+11
Finland;Euro;2002;1.48731E+11
Finland;Euro;2003;1.50671E+11
Finland;Euro;2004;1.59592E+11
Finland;Euro;2005;1.65075E+11
Finland;Euro;2006;1.74238E+11
Finland;Euro;2007;1.87173E+11
Finland;Euro;2008;1.94073E+11
Finland;Euro;2009;1.8335E+11
Finland;Euro;2010;1.89635E+11
Finland;Euro;2011;1.97761E+11
Finland;Euro;2012;2.00836E+11
Finland;Euro;2013;2.03456E+11
Finland;Euro;2014;2.04952E+11
Former Czechoslovakia;Koruna;1970;4.39946E+11
Former Czechoslovakia;Koruna;1971;4.60041E+11
Former Czechoslovakia;Koruna;1972;4.83888E+11
Former Czechoslovakia;Koruna;1973;5.05775E+11
Former Czechoslovakia;Koruna;1974;5.44026E+11
Former Czechoslovakia;Koruna;1975;5.71245E+11
Former Czechoslovakia;Koruna;1976;5.82891E+11
Former Czechoslovakia;Koruna;1977;5.79808E+11
Former Czechoslovakia;Koruna;1978;6.11903E+11
Former Czechoslovakia;Koruna;1979;6.44205E+11
Former Czechoslovakia;Koruna;1980;6.82178E+11
Former Czechoslovakia;Koruna;1981;6.72762E+11
Former Czechoslovakia;Koruna;1982;7.01746E+11
Former Czechoslovakia;Koruna;1983;7.19599E+11
Former Czechoslovakia;Koruna;1984;7.62541E+11
Former Czechoslovakia;Koruna;1985;7.87215E+11
Former Czechoslovakia;Koruna;1986;8.08007E+11
Former Czechoslovakia;Koruna;1987;8.28143E+11
Former Czechoslovakia;Koruna;1988;8.58893E+11
Former Czechoslovakia;Koruna;1989;8.82624E+11
Former Czechoslovakia;Koruna;1990;9.42943E+11
Former Ethiopia;Birr;1970;6329850054
Former Ethiopia;Birr;1971;6684330739
Former Ethiopia;Birr;1972;6731585370
Former Ethiopia;Birr;1973;7110375095
Former Ethiopia;Birr;1974;7928767436
Former Ethiopia;Birr;1975;7881580075
Former Ethiopia;Birr;1976;8606745108
Former Ethiopia;Birr;1977;9774675775
Former Ethiopia;Birr;1978;10403286100
Former Ethiopia;Birr;1979;11434550694
Former Ethiopia;Birr;1980;12169695434
Former Ethiopia;Birr;1981;12748045572
Former Ethiopia;Birr;1982;13122102218
Former Ethiopia;Birr;1983;14346535344
Former Ethiopia;Birr;1984;16937250530
Former Ethiopia;Birr;1985;19804348828
Former Ethiopia;Birr;1986;20693593924
Former Ethiopia;Birr;1987;22093437815
Former Ethiopia;Birr;1988;22751766039
Former Ethiopia;Birr;1989;23953681184
Former Ethiopia;Birr;1990;25433843987
Former Ethiopia;Birr;1991;28206515140
Former Ethiopia;Birr;1992;29924098603
Former Ethiopia;Birr;1993;38972077287
Former Netherlands Antilles;Netherlands Antillian Guilder;1970;429386952
Former Netherlands Antilles;Netherlands Antillian Guilder;1971;466756179
Former Netherlands Antilles;Netherlands Antillian Guilder;1972;508470845
Former Netherlands Antilles;Netherlands Antillian Guilder;1973;571933575
Former Netherlands Antilles;Netherlands Antillian Guilder;1974;720593249
Former Netherlands Antilles;Netherlands Antillian Guilder;1975;855309372
Former Netherlands Antilles;Netherlands Antillian Guilder;1976;956913299
Former Netherlands Antilles;Netherlands Antillian Guilder;1977;1080322237
Former Netherlands Antilles;Netherlands Antillian Guilder;1978;1315243512
Former Netherlands Antilles;Netherlands Antillian Guilder;1979;1557080378
Former Netherlands Antilles;Netherlands Antillian Guilder;1980;1724366844
Former Netherlands Antilles;Netherlands Antillian Guilder;1981;1984811740
Former Netherlands Antilles;Netherlands Antillian Guilder;1982;2123339092
Former Netherlands Antilles;Netherlands Antillian Guilder;1983;2115275883
Former Netherlands Antilles;Netherlands Antillian Guilder;1984;2135875573
Former Netherlands Antilles;Netherlands Antillian Guilder;1985;2171664516
Former Netherlands Antilles;Netherlands Antillian Guilder;1986;2813052537
Former Netherlands Antilles;Netherlands Antillian Guilder;1987;2956001619
Former Netherlands Antilles;Netherlands Antillian Guilder;1988;3079989143
Former Netherlands Antilles;Netherlands Antillian Guilder;1989;3417715567
Former Netherlands Antilles;Netherlands Antillian Guilder;1990;3553080026
Former Netherlands Antilles;Netherlands Antillian Guilder;1991;3716465455
Former Netherlands Antilles;Netherlands Antillian Guilder;1992;3919775498
Former Netherlands Antilles;Netherlands Antillian Guilder;1993;4093589784
Former Netherlands Antilles;Netherlands Antillian Guilder;1994;4512850909
Former Netherlands Antilles;Netherlands Antillian Guilder;1995;4633994199
Former Netherlands Antilles;Netherlands Antillian Guilder;1996;4866800000
Former Netherlands Antilles;Netherlands Antillian Guilder;1997;4993758948
Former Netherlands Antilles;Netherlands Antillian Guilder;1998;5091478956
Former Netherlands Antilles;Netherlands Antillian Guilder;1999;4954829738
Former Netherlands Antilles;Netherlands Antillian Guilder;2000;5153259494
Former Netherlands Antilles;Netherlands Antillian Guilder;2001;5226392493
Former Netherlands Antilles;Netherlands Antillian Guilder;2002;5251325018
Former Netherlands Antilles;Netherlands Antillian Guilder;2003;5392553405
Former Netherlands Antilles;Netherlands Antillian Guilder;2004;5525601736
Former Netherlands Antilles;Netherlands Antillian Guilder;2005;5839350277
Former Netherlands Antilles;Netherlands Antillian Guilder;2006;6148897171
Former Netherlands Antilles;Netherlands Antillian Guilder;2007;6513130141
Former Netherlands Antilles;Netherlands Antillian Guilder;2008;6986248611
Former Netherlands Antilles;Netherlands Antillian Guilder;2009;7124529988
Former Sudan;Sudanese Pound;1970;427766
Former Sudan;Sudanese Pound;1971;464138
Former Sudan;Sudanese Pound;1972;572294
Former Sudan;Sudanese Pound;1973;738037
Former Sudan;Sudanese Pound;1974;896168
Former Sudan;Sudanese Pound;1975;1116632
Former Sudan;Sudanese Pound;1976;1397734
Former Sudan;Sudanese Pound;1977;1646001
Former Sudan;Sudanese Pound;1978;1915283
Former Sudan;Sudanese Pound;1979;2408761
Former Sudan;Sudanese Pound;1980;3160215
Former Sudan;Sudanese Pound;1981;4217099
Former Sudan;Sudanese Pound;1982;5446575
Former Sudan;Sudanese Pound;1983;6621959
Former Sudan;Sudanese Pound;1984;8821011
Former Sudan;Sudanese Pound;1985;14764523
Former Sudan;Sudanese Pound;1986;21712754
Former Sudan;Sudanese Pound;1987;33807563
Former Sudan;Sudanese Pound;1988;49967275
Former Sudan;Sudanese Pound;1989;77488537
Former Sudan;Sudanese Pound;1990;152300345
Former Sudan;Sudanese Pound;1991;315995043
Former Sudan;Sudanese Pound;1992;760824341
Former Sudan;Sudanese Pound;1993;1803469164
Former Sudan;Sudanese Pound;1994;3199762048
Former Sudan;Sudanese Pound;1995;6971201369
Former Sudan;Sudanese Pound;1996;10484825994
Former Sudan;Sudanese Pound;1997;16155778383
Former Sudan;Sudanese Pound;1998;21941951169
Former Sudan;Sudanese Pound;1999;26799156897
Former Sudan;Sudanese Pound;2000;32191144367
Former Sudan;Sudanese Pound;2001;39234985629
Former Sudan;Sudanese Pound;2002;46185483380
Former Sudan;Sudanese Pound;2003;53473811303
Former Sudan;Sudanese Pound;2004;65847750963
Former Sudan;Sudanese Pound;2005;82428930000
Former Sudan;Sudanese Pound;2006;94901950000
Former Sudan;Sudanese Pound;2007;1.15297E+11
Former USSR;Ruble;1970;3.90071E+11
Former USSR;Ruble;1971;4.10019E+11
